sentence,frequency,code
hayır üzgünüm,2696,G2-L13-F2696-1993
evet teşekkür ederim,2690,G3-L20-F2690-1997
peki peki,2689,G2-L9-F2689-1998
evet güzel,2687,G2-L10-F2687-2002
görmek ister misin,2683,G3-L18-F2683-2006
oh öyle mi,2676,G3-L10-F2676-2012
sağ ol dostum,2675,G3-L13-F2675-2013
seni görmek ne güzel,2674,G4-L20-F2674-2014
bir şey var mı,2669,G4-L14-F2669-2019
ne biliyorsun,2662,G2-L13-F2662-2023
şey evet,2655,G2-L8-F2655-2026
önce sen,2644,G2-L8-F2644-2032
tamam çocuklar,2644,G2-L14-F2644-2034
o ne demek,2639,G3-L10-F2639-2038
sorun olmaz,2637,G2-L11-F2637-2039
bu da,2634,G2-L5-F2634-2041
onun gibi bir şey,2630,G4-L17-F2630-2045
yapma lütfen,2628,G2-L12-F2628-2046
gerçekten bilmiyorum,2624,G2-L20-F2624-2048
seviyorum,2622,G1-L9-F2622-2049
harika olacak,2620,G2-L13-F2620-2053
bak bak,2615,G2-L7-F2615-2057
tamam dostum,2604,G2-L12-F2604-2067
hayır gerçekten,2601,G2-L15-F2601-2071
onu,2579,G1-L3-F2579-2093
geri,2573,G1-L4-F2573-2097
hayır istemiyorum,2568,G2-L17-F2568-2102
senin gibi,2560,G2-L10-F2560-2108
ben teşekkür ederim,2558,G3-L19-F2558-2110
çok büyük,2550,G2-L9-F2550-2119
hayır tatlım,2544,G2-L12-F2544-2127
bak bana,2541,G2-L8-F2541-2131
tamam pekala,2538,G2-L12-F2538-2135
nerede olduğunu biliyor musun,2537,G4-L29-F2537-2137
olmaz mı,2537,G2-L8-F2537-2138
haydi dostum,2532,G2-L12-F2532-2143
bunlar ne,2524,G2-L9-F2524-2155
tamam bak,2520,G2-L9-F2520-2161
yine de,2516,G2-L7-F2516-2164
benim değil,2509,G2-L11-F2509-2168
sizi seviyorum,2496,G2-L14-F2496-2180
çok sağ ol,2490,G3-L10-F2490-2187
hepsi bu kadar mı,2487,G4-L17-F2487-2192
kız,2486,G1-L3-F2486-2193
birlikte,2482,G1-L8-F2482-2198
ne kadar kötü,2480,G3-L13-F2480-2200
merhaba efendim,2480,G2-L15-F2480-2202
bunu biliyorsun değil mi,2479,G4-L24-F2479-2205
üç iki bir,2478,G3-L10-F2478-2209
gerçekten çok üzgünüm,2473,G3-L21-F2473-2212
teşekkürler doktor,2469,G2-L18-F2469-2217
her gün,2469,G2-L7-F2469-2216
bir gün,2466,G2-L7-F2466-2220
orada neler oluyor,2456,G3-L18-F2456-2228
oldu işte,2455,G2-L9-F2455-2231
burada olmaz,2453,G2-L12-F2453-2234
evet mi hayır mı,2450,G4-L16-F2450-2236
teşekkürler dostum,2446,G2-L18-F2446-2240
kadın,2444,G1-L5-F2444-2245
kabul et,2436,G2-L8-F2436-2252
eve git,2435,G2-L7-F2435-2254
tamam tatlım,2430,G2-L12-F2430-2258
hadi gidelim buradan,2421,G3-L20-F2421-2268
asla olmaz,2419,G2-L10-F2419-2270
biliyor,2418,G1-L7-F2418-2272
seni de,2409,G2-L7-F2409-2282
bunlar,2404,G1-L6-F2404-2288
elbette efendim,2404,G2-L15-F2404-2287
yarın mı,2393,G2-L8-F2393-2297
evet biraz,2387,G2-L10-F2387-2302
teşekkürler baba,2381,G2-L16-F2381-2307
ne istiyor,2370,G2-L10-F2370-2317
evet şey,2367,G2-L8-F2367-2318
sanırım evet,2366,G2-L12-F2366-2319
evet olabilir,2366,G2-L13-F2366-2320
hadi tatlım,2364,G2-L11-F2364-2321
söz ver,2362,G2-L7-F2362-2324
bu da ne demek şimdi,2360,G5-L20-F2360-2326
bu önemli,2360,G2-L9-F2360-2327
aslında evet,2357,G2-L12-F2357-2330
buraya bak,2353,G2-L10-F2353-2334
siz iyi misiniz,2349,G3-L15-F2349-2337
burada kimse yok,2349,G3-L16-F2349-2338
nerede olduğunu bilmiyorum,2341,G3-L26-F2341-2341
para nerede,2336,G2-L11-F2336-2347
pekala pekala,2335,G2-L13-F2335-2348
şunu dinle,2327,G2-L10-F2327-2358
artık yok,2325,G2-L9-F2325-2361
hiçbir şey mi,2320,G3-L13-F2320-2369
şu işe bak,2316,G3-L10-F2316-2373
o kadar da kötü değil,2311,G5-L21-F2311-2375
hiç önemli değil,2301,G3-L16-F2301-2384
hayır önemli değil,2295,G3-L18-F2295-2387
yemek hazır,2291,G2-L11-F2291-2389
bu senin,2290,G2-L8-F2290-2391
bana yardım edin,2289,G3-L16-F2289-2393
geri git,2278,G2-L8-F2278-2405
hemen hemen,2275,G2-L11-F2275-2406
ne kadar oldu,2275,G3-L13-F2275-2407
yapma dostum,2272,G2-L12-F2272-2411
dur orada,2264,G2-L9-F2264-2417
gel gel,2263,G2-L7-F2263-2418
söyle hadi,2260,G2-L10-F2260-2420
tamam sorun değil,2258,G3-L17-F2258-2423
haydi haydi haydi,2256,G3-L17-F2256-2428
aynı şey,2253,G2-L8-F2253-2436
lütfen git,2253,G2-L10-F2253-2437
seni istiyorum,2243,G2-L14-F2243-2451
iyi,2238,G1-L3-F2238-2455
benim gibi,2235,G2-L10-F2235-2456
tamam oldu,2231,G2-L10-F2231-2461
evet gerçekten,2230,G2-L14-F2230-2462
ya şimdi,2228,G2-L8-F2228-2464
ne olur,2226,G2-L7-F2226-2465
ben de bilmiyorum,2226,G3-L17-F2226-2466
her şey hazır,2224,G3-L13-F2224-2467
ha ha ha,2223,G3-L8-F2223-2468
bu çok,2220,G2-L6-F2220-2472
çok iyi olur,2217,G3-L12-F2217-2476
hiç bilmiyorum,2209,G2-L14-F2209-2480
evet sanırım öyle,2208,G3-L17-F2208-2482
yardım ister misin,2205,G3-L18-F2205-2486
böyle daha iyi,2204,G3-L14-F2204-2488
para mı,2204,G2-L7-F2204-2491
hey ne yapıyorsun,2202,G3-L17-F2202-2493
bilmiyorum efendim,2182,G2-L18-F2182-2504
lütfen hayır,2179,G2-L12-F2179-2508
sen de mi,2176,G3-L9-F2176-2512
senin mi,2175,G2-L8-F2175-2513
bana bakın,2168,G2-L10-F2168-2523
biraz bekle,2168,G2-L11-F2168-2524
tekrar söyle,2161,G2-L12-F2161-2532
bana ne,2160,G2-L7-F2160-2533
başka ne var,2157,G3-L12-F2157-2536
sorun olur mu,2148,G3-L13-F2148-2542
şimdi nerede,2147,G2-L12-F2147-2545
daha iyi misin,2147,G3-L14-F2147-2544
dur artık,2146,G2-L9-F2146-2547
seni seviyorum baba,2145,G3-L19-F2145-2550
yok ya,2141,G2-L6-F2141-2556
ne demek oluyor bu,2138,G4-L18-F2138-2561
hepsi burada,2131,G2-L12-F2131-2570
seni gördüm,2129,G2-L11-F2129-2575
eve gidelim,2125,G2-L11-F2125-2582
git git,2124,G2-L7-F2124-2583
ver bana,2121,G2-L8-F2121-2588
hemen mi,2121,G2-L8-F2121-2590
hadi eve gidelim,2117,G3-L16-F2117-2596
ne peki,2116,G2-L7-F2116-2597
anne lütfen,2115,G2-L11-F2115-2598
biraz ister misin,2111,G3-L17-F2111-2600
hiçbir şey bilmiyorum,2103,G3-L21-F2103-2608
evet iyi,2101,G2-L8-F2101-2612
bu adam,2095,G2-L7-F2095-2616
sadece sen ve ben,2091,G4-L17-F2091-2620
evet çok güzel,2082,G3-L14-F2082-2630
bir daha söyle,2079,G3-L14-F2079-2636
hadi ama dostum,2075,G3-L15-F2075-2642
şimdi beni dinle,2074,G3-L16-F2074-2643
evet neden,2069,G2-L10-F2069-2651
evet ya,2068,G2-L7-F2068-2652
oh tamam,2066,G2-L8-F2066-2655
çok zor,2062,G2-L7-F2062-2659
ederim,2059,G1-L6-F2059-2663
bu sadece,2056,G2-L9-F2056-2671
hemen geliyor,2047,G2-L13-F2047-2680
ne biliyor musun,2046,G3-L16-F2046-2683
şu,2045,G1-L2-F2045-2684
hayır ama,2041,G2-L9-F2041-2688
tamam baba,2036,G2-L10-F2036-2692
olacak,2035,G1-L6-F2035-2694
sağ,2031,G1-L3-F2031-2701
çok değil,2026,G2-L9-F2026-2710
bu gece mi,2025,G3-L10-F2025-2713
geri ver,2023,G2-L8-F2023-2714
oh harika,2018,G2-L9-F2018-2719
oraya,2017,G1-L5-F2017-2724
bu çok fazla,2011,G3-L12-F2011-2729
hazır mı,2005,G2-L8-F2005-2740
evet istiyorum,2001,G2-L14-F2001-2743
hiçbir zaman,1999,G2-L12-F1999-2745
merhaba dostum,1997,G2-L14-F1997-2747
ne olduğunu biliyorum,1992,G3-L21-F1992-2753
biliyorum ama,1989,G2-L13-F1989-2757
olur böyle şeyler,1988,G3-L17-F1988-2762
öyle miyim,1988,G2-L10-F1988-2763
evet belki,1984,G2-L10-F1984-2770
benim için değil,1980,G3-L16-F1980-2773
çok daha iyi,1978,G3-L12-F1978-2777
bu sen misin,1975,G3-L12-F1975-2783
vardı,1972,G1-L5-F1972-2790
onun,1970,G1-L4-F1970-2791
onu görmek istiyorum,1968,G3-L20-F1968-2792
hey dur,1968,G2-L7-F1968-2793
aynı,1964,G1-L4-F1964-2798
ve bu,1963,G2-L5-F1963-2799
var mısın,1960,G2-L9-F1960-2802
her şey için teşekkürler,1960,G4-L24-F1960-2804
beni iyi dinle,1958,G3-L14-F1958-2808
ne iş yapıyorsun,1956,G3-L16-F1956-2810
evet bu,1951,G2-L7-F1951-2816
nasıl biri,1949,G2-L10-F1949-2820
bunlar da ne,1946,G3-L12-F1946-2825
bunun gibi,1943,G2-L10-F1943-2829
teşekkürler teşekkürler,1934,G2-L23-F1934-2842
orada mı,1926,G2-L8-F1926-2851
peki ya bu,1919,G3-L10-F1919-2861
elbette öyle,1916,G2-L12-F1916-2865
sen de biliyorsun,1910,G3-L17-F1910-2871
ve şimdi,1908,G2-L8-F1908-2875
önemli,1899,G1-L6-F1899-2884
geç,1895,G1-L3-F1895-2890
evet tatlım,1893,G2-L11-F1893-2892
hayır sadece,1891,G2-L12-F1891-2899
teşekkürler anne,1891,G2-L16-F1891-2900
bu nasıl olur,1883,G3-L13-F1883-2909
ben şey,1882,G2-L7-F1882-2910
tam orada,1880,G2-L9-F1880-2913
evet olur,1873,G2-L9-F1873-2921
bunun ne olduğunu biliyor musun,1872,G5-L31-F1872-2924
o kadar mı,1867,G3-L10-F1867-2930
gerçekten harika,1866,G2-L16-F1866-2931
tamam hadi gidelim,1865,G3-L18-F1865-2933
hayır sorun yok,1863,G3-L15-F1863-2938
ben ben,1862,G2-L7-F1862-2939
ne vardı,1860,G2-L8-F1860-2944
yani evet,1858,G2-L9-F1858-2947
sen de ister misin,1853,G4-L18-F1853-2951
bu ne şimdi,1851,G3-L11-F1851-2955
neden şimdi,1848,G2-L11-F1848-2960
tekrar teşekkürler,1845,G2-L18-F1845-2967
sen nereden biliyorsun,1843,G3-L22-F1843-2969
bu kötü,1842,G2-L7-F1842-2970
bu ne için,1841,G3-L10-F1841-2971
pek iyi değil,1838,G3-L13-F1838-2976
ne oldu ona,1835,G3-L11-F1835-2979
ne ne,1834,G2-L5-F1834-2980
bu mu yani,1827,G3-L10-F1827-2990
size de,1822,G2-L7-F1822-2996
yapma şunu,1822,G2-L10-F1822-2998
hayır bayan,1816,G2-L11-F1816-3010
orada ne yapıyorsun,1816,G3-L19-F1816-3009
bu iyi bir şey,1815,G4-L14-F1815-3011
bunu mu istiyorsun,1812,G3-L18-F1812-3015
haydi git,1809,G2-L9-F1809-3019
ama şimdi,1804,G2-L9-F1804-3026
bizim,1802,G1-L5-F1802-3031
harika bir şey,1801,G3-L14-F1801-3034
ya bu,1800,G2-L5-F1800-3037
herkes hazır mı,1798,G3-L15-F1798-3042
bugün mü,1797,G2-L8-F1797-3043
peki ne oldu,1797,G3-L12-F1797-3044
gerçek mi,1796,G2-L9-F1796-3045
bunu biliyor musun,1794,G3-L18-F1794-3049
burada dur,1794,G2-L10-F1794-3050
sana ne,1785,G2-L7-F1785-3063
yine ne var,1777,G3-L11-F1777-3081
hey bak,1775,G2-L7-F1775-3085
üzgünüm tatlım,1769,G2-L14-F1769-3091
burada mısın,1769,G2-L12-F1769-3092
ne olduğunu biliyor musun,1768,G4-L25-F1768-3093
zaman,1767,G1-L5-F1767-3094
hayır asla,1764,G2-L10-F1764-3099
fazla değil,1756,G2-L11-F1756-3106
elbette var,1754,G2-L11-F1754-3108
bu o değil,1750,G3-L10-F1750-3115
kötü mü,1747,G2-L7-F1747-3121
bir kadın,1747,G2-L9-F1747-3120
yani ben,1745,G2-L8-F1745-3124
benimle,1739,G1-L7-F1739-3132
daha fazla,1738,G2-L10-F1738-3135
seni seviyorum anne,1737,G3-L19-F1737-3137
tamam evet,1736,G2-L10-F1736-3140
bak ben,1731,G2-L7-F1731-3151
gidelim gidelim,1730,G2-L15-F1730-3152
ne işi,1728,G2-L6-F1728-3156
bu ne demek şimdi,1723,G4-L17-F1723-3161
oh lanet olsun,1721,G3-L14-F1721-3167
bir ne,1718,G2-L6-F1718-3176
orada kimse var mı,1718,G4-L18-F1718-3177
evet bence de,1718,G3-L13-F1718-3178
bugün değil,1718,G2-L11-F1718-3179
hayır o değil,1715,G3-L13-F1715-3186
lütfen yardım et,1710,G3-L16-F1710-3197
büyük,1708,G1-L5-F1708-3201
sen devam et,1705,G3-L12-F1705-3208
onu istiyorum,1700,G2-L13-F1700-3215
hadi söyle,1699,G2-L10-F1699-3218
dedim ki,1696,G2-L8-F1696-3225
tamam dinle,1695,G2-L11-F1695-3227
pekala çocuklar,1695,G2-L15-F1695-3229
her şey iyi olacak,1694,G4-L18-F1694-3231
zaman yok,1693,G2-L9-F1693-3234
onlar mı,1690,G2-L8-F1690-3240
hayır neden,1688,G2-L11-F1688-3247
ben bilmiyorum,1686,G2-L14-F1686-3254
bu yanlış,1683,G2-L9-F1683-3256
orada olduğunu biliyorum,1683,G3-L24-F1683-3257
öyle işte,1682,G2-L9-F1682-3258
hayır bu doğru değil,1680,G4-L20-F1680-3267
kontrol et,1676,G2-L10-F1676-3275
bu harika olur,1674,G3-L14-F1674-3277
ama hayır,1671,G2-L9-F1671-3286
bize,1670,G1-L4-F1670-3289
hadi o zaman,1668,G3-L12-F1668-3291
neler oluyor böyle,1666,G3-L18-F1666-3294
evet merhaba,1663,G2-L12-F1663-3301
evet bu o,1662,G3-L9-F1662-3304
şimdi ne oldu,1659,G3-L13-F1659-3308
öyle bir şey yok,1659,G4-L16-F1659-3309
sadece bir tane,1655,G3-L15-F1655-3313
benden,1654,G1-L6-F1654-3314
tabii ki öyle,1653,G3-L13-F1653-3316
buraya mı,1650,G2-L9-F1650-3323
daha,1646,G1-L4-F1646-3329
al hadi,1646,G2-L7-F1646-3331
tamam sorun yok,1646,G3-L15-F1646-3333
tamam dur,1645,G2-L9-F1645-3334
yardım lazım mı,1645,G3-L15-F1645-3335
bir kız,1642,G2-L7-F1642-3340
lütfen efendim,1641,G2-L14-F1641-3344
bu gerçek mi,1640,G3-L12-F1640-3345
lütfen bunu yapma,1638,G3-L17-F1638-3349
bence öyle,1635,G2-L10-F1635-3351
bu bir,1633,G2-L6-F1633-3358
hiç yok,1633,G2-L7-F1633-3360
git şimdi,1632,G2-L9-F1632-3362
çok uzun zaman oldu,1632,G4-L19-F1632-3361
peki sonra,1631,G2-L10-F1631-3364
teşekkürler tatlım,1628,G2-L18-F1628-3369
hayır sen,1626,G2-L9-F1626-3371
sonra da,1624,G2-L8-F1624-3378
hemen efendim,1624,G2-L13-F1624-3376
tamam bekle,1624,G2-L11-F1624-3377
dur lütfen,1623,G2-L10-F1623-3380
ne oldu peki,1622,G3-L12-F1622-3381
oh lütfen,1619,G2-L9-F1619-3390
tabii ki var,1618,G3-L12-F1618-3391
yok öyle bir şey,1617,G4-L16-F1617-3392
bu ne ya,1615,G3-L8-F1615-3397
nasıl oldu bu,1614,G3-L13-F1614-3399
ne kadar istiyorsun,1612,G3-L19-F1612-3401
git artık,1612,G2-L9-F1612-3402
neden bilmiyorum,1612,G2-L16-F1612-3403
bir şey,1611,G2-L7-F1611-3405
hayır bu,1604,G2-L8-F1604-3424
nerede peki,1599,G2-L11-F1599-3432
orada ne var,1599,G3-L12-F1599-3431
evet üzgünüm,1596,G2-L12-F1596-3438
o da ne demek,1593,G4-L13-F1593-3444
her yerde,1592,G2-L9-F1592-3447
selam benim,1590,G2-L11-F1590-3450
yardım edin lütfen,1589,G3-L18-F1589-3451
bunu istemiyorum,1589,G2-L16-F1589-3452
peki ya siz,1583,G3-L11-F1583-3459
bugün olmaz,1583,G2-L11-F1583-3460
oh gerçekten mi,1581,G3-L15-F1581-3463
hemen buraya gel,1580,G3-L16-F1580-3467
evet hadi,1579,G2-L9-F1579-3470
bak dostum,1576,G2-L10-F1576-3475
bir şeyler oluyor,1576,G3-L17-F1576-3476
bir şey ister misin,1574,G4-L19-F1574-3480
tamam teşekkür ederim,1569,G3-L21-F1569-3486
ama efendim,1567,G2-L11-F1567-3489
her şey için,1567,G3-L12-F1567-3494
pekala gidelim,1564,G2-L14-F1564-3503
peki şimdi ne olacak,1563,G4-L20-F1563-3504
baba lütfen,1561,G2-L11-F1561-3508
bu önemli değil,1557,G3-L15-F1557-3514
neden sen,1554,G2-L9-F1554-3522
hayır biliyorum,1553,G2-L15-F1553-3524
dur dedim,1552,G2-L9-F1552-3526
ona,1550,G1-L3-F1550-3530
bunu yapmak istemiyorum,1549,G3-L23-F1549-3532
doğru doğru,1534,G2-L11-F1534-3562
bu gece olmaz,1534,G3-L13-F1534-3564
bir bak,1532,G2-L7-F1532-3569
kaç kişi,1529,G2-L8-F1529-3572
bir saat,1528,G2-L8-F1528-3574
hey baba,1527,G2-L8-F1527-3576
burada yok,1522,G2-L10-F1522-3584
benim var,1521,G2-L9-F1521-3586
üzgünüm üzgünüm,1518,G2-L15-F1518-3587
kız mı,1516,G2-L6-F1516-3592
tamam sağ ol,1515,G3-L12-F1515-3594
bu değil,1509,G2-L8-F1509-3603
aynı şey değil,1505,G3-L14-F1505-3617
neden o,1504,G2-L7-F1504-3620
bilmiyorum ki,1500,G2-L13-F1500-3626
hiç iyi değil,1500,G3-L13-F1500-3627
bana da,1498,G2-L7-F1498-3630
yine mi sen,1497,G3-L11-F1497-3633
oluyor,1496,G1-L6-F1496-3637
neler,1495,G1-L5-F1495-3638
bilmiyorum dostum,1490,G2-L17-F1490-3650
senin olsun,1484,G2-L11-F1484-3660
hayır hiç de değil,1481,G4-L18-F1481-3674
peki teşekkürler,1481,G2-L16-F1481-3669
sorun var mı,1480,G3-L12-F1480-3675
baba baba,1477,G2-L9-F1477-3685
hepsi mi,1476,G2-L8-F1476-3686
lanet olsun sana,1473,G3-L16-F1473-3698
daha neler,1472,G2-L10-F1472-3700
uzun zaman önce,1472,G3-L15-F1472-3703
evet işte bu,1470,G3-L12-F1470-3707
bu gerçek değil,1470,G3-L15-F1470-3708
tabii olur,1468,G2-L10-F1468-3709
siz de,1462,G2-L6-F1462-3721
kesinlikle değil,1458,G2-L16-F1458-3730
hey neler oluyor,1455,G3-L16-F1455-3742
bunu mu,1455,G2-L7-F1455-3743
ama biliyor musun,1455,G3-L17-F1455-3744
yardım mı,1449,G2-L9-F1449-3755
hayır var,1445,G2-L9-F1445-3763
biliyorum işte,1445,G2-L14-F1445-3762
buna eminim,1443,G2-L11-F1443-3771
çünkü seni seviyorum,1442,G3-L20-F1442-3773
tamam özür dilerim,1441,G3-L18-F1441-3777
olur tabii,1433,G2-L10-F1433-3796
hadi baba,1431,G2-L9-F1431-3800
anne anne,1431,G2-L9-F1431-3802
haydi tatlım,1430,G2-L12-F1430-3810
peki ya,1430,G2-L7-F1430-3808
yapma böyle,1429,G2-L11-F1429-3812
gerçekten çok güzel,1427,G3-L19-F1427-3817
kontrol,1427,G1-L7-F1427-3819
onun burada ne işi var,1426,G5-L22-F1426-3822
oh üzgünüm,1424,G2-L10-F1424-3828
onları gördüm,1421,G2-L13-F1421-3833
anne baba,1421,G2-L9-F1421-3835
görmek istiyorum,1416,G2-L16-F1416-3847
nerede olduğunu biliyorum,1415,G3-L25-F1415-3851
şu anda,1414,G2-L7-F1414-3853
biri geliyor,1413,G2-L12-F1413-3855
olabilir mi,1412,G2-L11-F1412-3858
ne var orada,1407,G3-L12-F1407-3869
git git git,1407,G3-L11-F1407-3870
sadece ben,1405,G2-L10-F1405-3875
evet işte böyle,1403,G3-L15-F1403-3882
ona bak,1403,G2-L7-F1403-3883
ne mi,1400,G2-L5-F1400-3889
ne yapıyorsun orada,1400,G3-L19-F1400-3892
biz sadece,1399,G2-L10-F1399-3893
şimdi dinle,1399,G2-L11-F1399-3894
pek emin değilim,1397,G3-L16-F1397-3899
zaman geldi,1395,G2-L11-F1395-3902
bu senin mi,1393,G3-L11-F1393-3909
sana ne oldu böyle,1393,G4-L18-F1393-3912
bir de,1392,G2-L6-F1392-3913
önemli olan bu,1391,G3-L14-F1391-3918
oh teşekkürler,1389,G2-L14-F1389-3922
yardım etmek istiyorum,1388,G3-L22-F1388-3924
hey tatlım,1387,G2-L10-F1387-3927
çok az,1380,G2-L6-F1380-3946
bunu nasıl yapıyorsun,1379,G3-L21-F1379-3947
ben gördüm,1379,G2-L10-F1379-3948
o burada mı,1378,G3-L11-F1378-3951
sorun da bu,1373,G3-L11-F1373-3963
harika harika,1369,G2-L13-F1369-3970
çocuklar nerede,1368,G2-L15-F1368-3973
böyle olmaz,1366,G2-L11-F1366-3978
bir dakika bir dakika,1366,G4-L21-F1366-3979
ne kötü,1364,G2-L7-F1364-3990
merhaba merhaba,1363,G2-L15-F1363-3992
neden bunu yapıyorsun,1363,G3-L21-F1363-3991
seninle,1361,G1-L7-F1361-4000
senden,1357,G1-L6-F1357-4016
değil misin,1357,G2-L11-F1357-4013
neden ama,1352,G2-L9-F1352-4027
sen nasıl,1352,G2-L9-F1352-4028
söz ver bana,1351,G3-L12-F1351-4035
biz de,1351,G2-L6-F1351-4036
ne güzel değil mi,1344,G4-L17-F1344-4051
bu ne demek biliyor musun,1343,G5-L25-F1343-4056
tamam işte,1341,G2-L10-F1341-4062
ona iyi bak,1340,G3-L11-F1340-4064
yere,1340,G1-L4-F1340-4066
ne demek şimdi bu,1338,G4-L17-F1338-4070
bu harika bir şey,1337,G4-L17-F1337-4075
gerçekten güzel,1337,G2-L15-F1337-4076
lütfen bana yardım et,1335,G4-L21-F1335-4079
hiç hoş değil,1335,G3-L13-F1335-4081
sağ ol baba,1334,G3-L11-F1334-4082
bu sana,1334,G2-L7-F1334-4083
nedir bunlar,1333,G2-L12-F1333-4086
git haydi,1332,G2-L9-F1332-4093
tekrar et,1332,G2-L9-F1332-4089
öyle bir şey,1332,G3-L12-F1332-4090
ne oldu sana böyle,1329,G4-L18-F1329-4110
özür dilerim özür dilerim,1327,G4-L25-F1327-4119
bay bay,1325,G2-L7-F1325-4123
hiç gerek yok,1324,G3-L13-F1324-4130
tamam mi,1324,G2-L8-F1324-4132
bir şey mi var,1323,G4-L14-F1323-4136
burada hiçbir şey yok,1322,G4-L21-F1322-4142
bir tane,1321,G2-L8-F1321-4143
hey iyi misin,1321,G3-L13-F1321-4145
bir daha asla,1320,G3-L13-F1320-4150
yok sağ ol,1319,G3-L10-F1319-4153
ben istiyorum,1319,G2-L13-F1319-4156
bir şey oldu,1318,G3-L12-F1318-4158
şey gibi,1314,G2-L8-F1314-4171
buraya geliyor,1314,G2-L14-F1314-4167
bir şey var,1313,G3-L11-F1313-4172
hayır hayır hayır hayır hayır,1313,G5-L29-F1313-4174
yoksa ne olur,1311,G3-L13-F1311-4178
bana söz ver,1308,G3-L12-F1308-4192
önemli olan da bu,1305,G4-L17-F1305-4198
burası çok güzel,1305,G3-L16-F1305-4201
sizi görmek güzel,1305,G3-L17-F1305-4202
bence de öyle,1302,G3-L13-F1302-4209
sadece bir dakika,1301,G3-L17-F1301-4213
ama o,1296,G2-L5-F1296-4232
ne o zaman,1294,G3-L10-F1294-4237
ben de öyle dedim,1293,G4-L17-F1293-4239
nasıl bir şey,1292,G3-L13-F1292-4249
sana yardım etmek istiyorum,1292,G4-L27-F1292-4250
biz de öyle,1292,G3-L11-F1292-4252
şimdi mutlu musun,1290,G3-L17-F1290-4257
belki sonra,1287,G2-L11-F1287-4263
o da nedir,1287,G3-L10-F1287-4267
benim de öyle,1287,G3-L13-F1287-4268
bunu sen de biliyorsun,1286,G4-L22-F1286-4270
evet de,1285,G2-L7-F1285-4272
hadi buradan gidelim,1284,G3-L20-F1284-4274
yok et,1282,G2-L6-F1282-4277
geri dur,1282,G2-L8-F1282-4278
evet şimdi,1282,G2-L10-F1282-4280
harika biri,1282,G2-L11-F1282-4281
benimle mi,1278,G2-L10-F1278-4287
gerçek değil,1276,G2-L12-F1276-4291
evet ne,1276,G2-L7-F1276-4292
evet hayır,1276,G2-L10-F1276-4294
hey dinle,1276,G2-L9-F1276-4296
tekrar merhaba,1275,G2-L14-F1275-4301
ver onu,1275,G2-L7-F1275-4297
bak sen şu işe,1273,G4-L14-F1273-4307
yani sen,1272,G2-L8-F1272-4309
hem de hemen,1270,G3-L12-F1270-4316
teşekkürler çocuklar,1268,G2-L20-F1268-4323
evet sağ ol,1268,G3-L11-F1268-4324
orada değil,1268,G2-L11-F1268-4325
neler yapıyorsun,1267,G2-L16-F1267-4327
lütfen baba,1267,G2-L11-F1267-4328
ne demek o,1267,G3-L10-F1267-4330
öyle zaten,1264,G2-L10-F1264-4338
oh merhaba,1262,G2-L10-F1262-4344
bir tane daha var,1262,G4-L17-F1262-4349
bu ne zaman oldu,1261,G4-L16-F1261-4353
tam değil,1260,G2-L9-F1260-4356
peki şimdi,1259,G2-L10-F1259-4357
ne zaman oldu bu,1255,G4-L16-F1255-4365
peki ya şimdi,1254,G3-L13-F1254-4368
herkes biliyor,1254,G2-L14-F1254-4367
evet biliyorsun,1253,G2-L15-F1253-4369
buraya bakın,1253,G2-L12-F1253-4371
yine de teşekkürler,1253,G3-L19-F1253-4372
kaç para,1251,G2-L8-F1251-4380
ama öyle,1250,G2-L8-F1250-4387
dinle bak,1249,G2-L9-F1249-4390
peki ya sonra,1245,G3-L13-F1245-4407
öyle misin,1244,G2-L10-F1244-4410
her zaman değil,1243,G3-L15-F1243-4413
gerçekten iyi,1242,G2-L13-F1242-4414
sadece git,1242,G2-L10-F1242-4416
oh tatlım,1238,G2-L9-F1238-4426
burada ne işi var,1236,G4-L17-F1236-4430
ama yine de,1236,G3-L11-F1236-4432
teşekkürler tanrım,1235,G2-L18-F1235-4440
her şey olabilir,1235,G3-L16-F1235-4434
ben istemiyorum,1235,G2-L15-F1235-4438
hayır pek değil,1234,G3-L15-F1234-4443
hayır dinle,1233,G2-L11-F1233-4449
bir kez,1233,G2-L7-F1233-4450
üzgünüm baba,1232,G2-L12-F1232-4453
olan oldu,1232,G2-L9-F1232-4454
teşekkür,1231,G1-L8-F1231-4459
siz devam edin,1230,G3-L14-F1230-4464
oh hadi,1228,G2-L7-F1228-4472
bak üzgünüm,1224,G2-L11-F1224-4488
aslında ben,1224,G2-L11-F1224-4489
ne kadar hoş,1221,G3-L12-F1221-4495
ondan değil,1221,G2-L11-F1221-4498
sen ne istiyorsun,1219,G3-L17-F1219-4511
şimdi oldu,1219,G2-L10-F1219-4515
hiçbir yere,1218,G2-L11-F1218-4517
çok geç oldu,1216,G3-L12-F1216-4520
şunu al,1215,G2-L7-F1215-4522
oh dostum,1212,G2-L9-F1212-4535
lütfen ama,1212,G2-L10-F1212-4536
bu da ne şimdi,1208,G4-L14-F1208-4548
tabii elbette,1206,G2-L13-F1206-4551
böyle iyi mi,1203,G3-L12-F1203-4557
değil mi ama,1203,G3-L12-F1203-4560
özür dilerim anne,1201,G3-L17-F1201-4569
beni de,1200,G2-L7-F1200-4571
üzgünüm ben,1199,G2-L11-F1199-4573
lütfen tanrım,1196,G2-L13-F1196-4584
