fourgram,frequency
sizi tekrar görmek çok,406
benim için her şeyi,406
şey var mı diye,405
daha önce hiç kimse,404
sen ne yapmak istiyorsun,404
onun için ne kadar,404
gereken önemli bir şey,404
kaç olduğunu biliyor musun,404
o işi bana bırak,404
gibi bir şey var,404
bir sorun mu vardı,403
bir şey var ve,403
diye bir yer yok,403
bir yer yok mu,403
o zaman neden bu,403
burada olduğunu biliyor musun,402
bir şey var ama,401
seni daha çok seviyorum,400
bize yardım etmek için,399
lanet olsun lanet olsun,398
yok hiçbir şey yok,397
yoksa başka bir şey,397
bir kaç gün daha,397
ve bir iki üç,397
uzun bir gün olacak,396
burada bir tane var,396
bu her zaman olur,396
ama daha önce hiç,396
bir sorun olur mu,396
bana yardım etmek ister,396
şu anda nerede olduğunu,396
burası çok güzel bir,396
bana hiç bir şey,395
onun kim olduğunu biliyorum,395
bir kız değil mi,395
büyük bir sorun var,393
için çok mu geç,393
bir neden var mı,393
ya da daha fazla,392
da bir şey yok,392
ilgili bir şey yok,392
bunun için artık çok,392
için en iyi yer,392
böyle bir şeyi daha,392
için harika bir gün,391
bir ve iki ve,391
bu gerçekten iyi bir,391
ne şimdi ne de,390
için başka bir şey,390
ne kadar kötü bir,390
hayır sen beni dinle,389
seni de görmek güzel,389
bir şey olduğunu mu,389
ben pek emin değilim,388
evet ben de bunu,388
bunu başka bir zaman,388
o yüzden bu kadar,388
bir kaç dakika önce,388
devam edin devam edin,388
pek bir şey değil,388
bir iş değil mi,388
benim için yeni bir,387
ne zaman bir şey,387
bundan o kadar emin,387
küçük bir çocuk gibi,387
ama öyle bir şey,386
ve sen de onu,386
bu gerçekten çok iyi,386
bana burada neler olduğunu,386
ne zaman hazır olur,386
beni çok iyi dinle,386
kimse böyle bir şey,385
ben de ben de,385
bu bizim için çok,385
bize bir şey olmaz,385
ama bu çok önemli,385
için böyle bir şey,385
tamam o zaman ben,384
daha iyi bir adam,384
olduğunu çok iyi biliyorsun,384
ve ben de bir,383
burada olmak çok güzel,383
o zaman benim için,383
benim için her zaman,383
güzel bir yer değil,383
o iyi bir kız,383
bu kadar iyi bir,382
bir şey mi geldi,382
başka bir şey bilmiyorum,382
olan her şey burada,382
görmek de çok güzel,382
ben sana ne dedim,381
bir kişi daha var,381
de böyle bir şey,381
izin ver tamam mı,380
hem de hiçbir şey,380
senin gibi ben de,379
ben de onu seviyorum,379
tanrım ne kadar da,379
daha önemli ne olabilir,379
ve bir tane de,379
daha önce bunu hiç,379
ona biraz zaman ver,379
yemek yemek ister misin,379
her zaman en iyi,378
bana bir söz ver,378
ne olduğunu çok iyi,378
neden burada olduğunu biliyor,378
tam olarak ne istiyorsun,378
seni görmek de öyle,378
buna daha ne kadar,378
ama çok özür dilerim,377
hayır hem de hiç,377
kötü bir şey yok,377
bir şey var değil,377
her gün biraz daha,377
için özel bir şey,376
o da bir şey,376
bu seninle ilgili değil,376
belki de bu iyi,375
daha iyi olur diye,375
tabii ki de hayır,375
onu hiç bu kadar,375
ve bu da senin,375
tek şey bu mu,374
bu o kadar kötü,374
bu gerçekten çok güzel,374
biz de bu yüzden,374
neler olduğunu biliyor musun,374
yok da ne demek,374
sen de geliyor musun,374
şey için sağ ol,374
sana hiç bir şey,373
daha ne kadar böyle,373
bana böyle bir şey,373
sen mi ben mi,373
bunu sana o mu,373
onun için çok önemli,373
bir iki gün içinde,373
bu biraz zor olacak,373
her zaman her yerde,372
bir adam değil mi,372
tamam tamam tamam tamam,372
ama yine de onu,372
bu senin için sorun,371
ben de böyle bir,371
sadece bu da değil,371
bir tane bile yok,371
o kadar da emin,371
sen de bir şeyler,371
gereken çok iş var,371
bunun kim olduğunu biliyor,370
beni bunun için mi,370
ve bir ve iki,370
iyi bak olur mu,370
senin için harika bir,370
seni bir kez daha,370
sana daha iyi bir,369
şey değil değil mi,369
bu kadar önemli mi,369
bu kadar şeyi nereden,369
harika biri değil mi,369
doğru mu değil mi,369
sana bir şey olmaz,369
bu daha da kötü,369
o kadar zor mu,368
senin için en iyi,368
sen de en az,368
ona yardım etmek istiyorum,368
de sana bir şey,368
başka bir yer yok,368
bunun senin için ne,367
tam olarak ne iş,367
bunun için iyi bir,367
bu büyük bir şey,367
ve çok iyi bir,366
güzel bir şey değil,365
başka bir şey olmalı,365
için ne kadar para,365
ne olacak biliyor musun,365
ve hiç bir şey,365
bir iki üç ve,364
için de bir şeyler,364
bu ne zaman olacak,364
bir şey için söz,363
şu an iyi bir,363
tek kişi ben miyim,363
tam olarak ne için,363
için teşekkür ederim bay,362
için tekrar teşekkür ederim,362
bana ne olduğunu söyle,362
niye bu kadar çok,362
ama sen ve ben,362
ama ben bir şey,361
ve şimdi de bu,361
bir şeyler yapmak ister,361
için ne güzel bir,361
her şey için bir,360
bir kaç dakika daha,360
bu sorun olur mu,360
ve sen de bana,360
bana yardım et lütfen,360
biraz daha zaman ver,360
sadece bir kez daha,360
sana bunu kim söyledi,360
senin için çok mu,359
için de teşekkür ederim,359
ne kadar büyük olduğunu,358
ama benim için değil,358
bunu benim için mi,358
çok teşekkür ederim bay,358
sadece sen ben ve,358
hayır hiçbir şey yok,357
senin için bir sorun,357
yerde daha çok var,357
da bir şey mi,357
kadar da iyi değil,357
senin gibi bir kız,357
hala bir şey yok,356
zaman oldu değil mi,356
lütfen daha sonra tekrar,355
en az onun kadar,355
ve ben de ona,354
her zaman bir şeyler,354
için ben teşekkür ederim,354
benden sonra tekrar et,353
hakkında çok az şey,353
önemli olan o değil,353
ve ben de senin,353
yardım etmek için ne,353
bu pek iyi bir,352
seni mutlu etmek için,352
sen çok güzel bir,352
evet kim olduğunu biliyorum,352
nasıl olur da bir,352
için bir neden var,351
daha iyi bir yerde,351
bu yüzden mi beni,351
ama yine de teşekkürler,351
bir an için bile,350
tek bir sorun var,350
o kadar mı kötü,350
falan yok değil mi,350
gereken bir şeyler var,350
için özür dilerim efendim,350
için çok uzun bir,350
o zaman sana bir,350
her şey senin için,350
içinde bir şey var,349
sizin için ne kadar,349
yanlış olan bir şeyler,349
o bir insan değil,348
ben de bunu istiyorum,348
bir şeyler yapmak için,348
peki o zaman ne,348
eğer sana bir şey,348
ona karşı bir şeyler,348
başka ne var ki,348
bu işte bir iş,348
ve sen de bir,347
hiçbir şey yapmak zorunda,347
çok özür dilerim efendim,347
başka da bir şey,347
da iyi bir şey,346
öyle bir şey var,346
da bir tane var,346
senin için her zaman,344
hem de çok büyük,344
lütfen yardım et bana,344
bir kaç saat sonra,343
benden daha iyi olduğunu,343
hepsi bu da değil,343
olmak gibi bir şey,343
kim söyledi bunu sana,342
seni görmek de çok,342
burada görmek çok güzel,342
için sağ ol ama,342
senin kadar ben de,342
bunun için sana teşekkür,342
ne kadar da hoş,342
yemek için teşekkür ederim,341
ne yani şimdi de,341
bunun burada ne işi,341
sorun ne biliyor musun,340
özel bir şey mi,340
iyi bir şey olduğunu,339
ya o ya da,339
o ne demek oluyor,338
gerçek şu ki bu,338
evet ben de onu,338
bu çok ama çok,338
hem de çok fazla,338
sen ne demek istiyorsun,338
o kadar da uzun,338
ya öyle ya da,338
bir şey yok tatlım,337
peki sonra ne olacak,337
sadece sana yardım etmek,337
bu iş bu kadar,337
senden hiçbir şey istemiyorum,337
ile ilgili bir sorun,336
ama bir daha asla,336
tanrım çok özür dilerim,336
nasıl bu kadar çok,335
başka bir şey lazım,335
bu bir evet mi,335
çok hoş bir şey,335
benim için bu kadar,335
ama sen yine de,335
hayır hiç gerek yok,334
bir yer mi var,334
hakkında bir şey söyledi,334
bana tam olarak ne,334
ya da hiçbir şey,334
ama bu benim için,334
ne sana ne de,333
ne ben ne de,333
bu gece büyük bir,333
sana da bir tane,333
buradan bir an önce,332
hayır hiç sorun değil,332
hâlâ bir şey yok,332
ben çok iyi bir,332
o zaman bir şeyler,332
o da senin için,332
böyle bir şey olduğunu,332
bu değil mi zaten,331
son ne zaman yemek,331
çok zor bir iş,331
ama hepsi bu kadar,331
sen benden daha iyi,331
en önemli şey bu,331
bu senin için büyük,331
tek bir yer var,330
bunu ben de biliyorum,330
bir şeyler yok mu,330
ben de herkes gibi,330
benim için çok geç,330
daha önce bir yerde,330
sen hala burada mısın,329
ya da iki kez,329
ben de sizi seviyorum,329
o zaman değil mi,329
şeyler yapmak ister misin,329
gereken kişi ben değilim,328
senin gibi olmak istiyorum,328
beni bir daha görmek,328
daha sonra ne oldu,328
bu gece çok güzel,327
hem de hiç değil,326
böyle çok daha iyi,326
o kadar büyük değil,326
bu benimle ilgili değil,326
her şeyi bana bırak,326
için çok ama çok,326
uzun zaman oldu değil,326
neden bunu daha önce,326
bak burada ne var,325
çok önemli bir iş,325
devam et o zaman,325
hayır hayır öyle değil,325
ve ben de bu,325
şey daha iyi olacak,325
de çok güzel bir,325
benim için çok özel,325
son bir şey var,325
bu iş için en,324
burada hiç kimse yok,324
bu iyi mi kötü,324
yani bu kadar mı,324
senin ve benim gibi,324
de en az senin,324
pek bir şey bilmiyorum,324
haydi haydi haydi haydi,324
sen iyi olacak mısın,324
bir saat içinde burada,323
ama şu an için,322
olmak için her şeyi,322
her şey harika olacak,322
bu bana göre değil,322
yardım etmek istiyor musun,322
bunun için zaman yok,321
tamam bir şey yok,321
sen ve ben aynı,321
bu gerçekten sen misin,321
kadar önemli olan şey,320
herkes gibi ben de,320
şimdi ne olacak peki,320
bir şey yapmak istemiyorum,320
için de bir tane,320
çok zor değil mi,320
işte bir iş var,320
ne kadar para var,320
için de iyi olur,319
hiç bana göre değil,319
ne kadar zor biliyor,319
benim gibi bir adam,319
benden bir şey mi,318
peki ya sen ne,318
için ne demek olduğunu,318
sana göre bir şey,318
o kadar büyük ki,318
bir an önce buradan,318
peki ne yapmak istiyorsun,318
evet çok iyi olur,318
nasıl olur da bu,317
böyle bir şeyi neden,317
bunun ne kadar zor,317
sen de herkes gibi,317
için önemli olan tek,317
ne var ne oldu,317
kadar da güzel bir,317
onun hakkında bir şeyler,317
sana ne kadar teşekkür,317
bu işi yapmak için,317
ve bir tane daha,317
için hiç bir şey,316
bir tek sen mi,316
sen yapmak ister misin,316
da böyle bir şey,316
o kadar önemli mi,315
ne kadar harika olduğunu,315
sana tek bir şey,315
böyle bir şey olabilir,315
şimdi daha iyi misin,315
hem de büyük bir,315
bir daha bir daha,315
nasıl oluyor da bu,315
ve bu da bir,314
sorun mu var efendim,314
bunun için bir şey,314
bu kadar önemli olduğunu,314
ve o da beni,314
ama yine de iyi,314
şu an nerede olduğunu,314
sorun mu var bay,314
hiç iyi bir şey,314
git ve bir daha,313
şey için çok üzgünüm,313
ve sen de beni,313
benim için de zor,313
o zaman ne diye,313
ve bir kez daha,313
de seni seviyorum tatlım,313
bunu mu demek istiyorsun,313
ve sen de ona,312
bütün bunlar ne için,312
bilmiyorum da ne demek,312
benim için daha iyi,312
o da bizim gibi,312
ve iki ve üç,312
burada hiç bir şey,312
burası güzel bir yer,311
yine de iyi bir,311
bir de şimdi bak,311
benim de sana bir,311
olduğunu biliyorum ama bu,311
sadece bir kaç gün,311
dakika içinde burada olacak,311
bir şeyler ister misiniz,311
iyi bir yer değil,310
o ne demek şimdi,310
ben de iyi bir,310
çok çok teşekkür ederim,310
bir şey olduğunu biliyor,310
bu evet mi demek,310
her şey daha da,310
ben de onun için,310
ama bu gece değil,310
daha iyi olduğunu mu,310
benim kadar iyi biliyorsun,310
bir daha asla bu,309
onu daha önce de,309
çok hoş bir kız,309
o zaman neden onu,309
onun için bir şeyler,309
çok büyük bir iş,309
ben de evet dedim,308
ne senin ne de,308
çok daha iyi olacak,308
hem de iki kez,308
ve ben de bunu,308
da kötü bir şey,308
bir şey yapmak ister,308
sen iyi misin dostum,308
aman tanrım iyi misin,308
kim olduğu önemli değil,308
ne olduğu hakkında hiçbir,307
hiç de hoş değil,307
bunun ne kadar önemli,307
ve ne var biliyor,307
bunun hakkında hiçbir şey,307
senin için çok kötü,307
sen de bir tane,307
sen ve ben çok,307
kötü bir gün mü,307
onun için çok zor,307
bana karşı bu kadar,306
öyle olmak zorunda değil,306
gel de bir bak,306
çok güzel bir gece,306
bu kadar çok şeyi,305
bu daha iyi bir,305
onun ne işi var,305
kadar da büyük bir,305
bunu sana daha önce,305
o kadar iyi mi,305
gereken bir şey vardı,305
için çok kötü bir,304
bundan başka bir şey,304
tam olarak neler olduğunu,304
bu benim en iyi,304
nasıl olduğunu biliyor musun,304
bu bir sorun değil,304
tam olarak ne söyledi,304
bir kaç hafta sonra,303
ben de başka bir,303
senin için sadece bir,303
gibi bir şey işte,303
bizim için bir şey,303
ya da her ne,303
biraz ondan biraz bundan,303
tam bana göre bir,302
o zaman bir daha,302
böyle daha iyi oldu,302
olmak istiyorsun değil mi,302
merhaba demek ister misin,302
bu bizim için bir,302
uzun zaman önce bir,301
tüm bunlar ne için,301
burada burada ve burada,301
için bir neden daha,300
nasıl oldu bilmiyorum ama,300
diye biri var mı,300
daha iyi bir şeyler,300
onun için büyük bir,300
için kötü bir zaman,299
sana göre bir iş,299
de tam olarak bunu,299
kadar zor biliyor musun,299
sorun şu ki bu,299
biliyor musun ben de,299
ama daha iyi bir,299
hiç de kötü değil,299
o zaman ne istiyorsun,299
hem iyi hem de,299
bu iş ne kadar,298
bu hiçbir şey değil,298
aman tanrım ne oldu,298
bugün özel bir gün,298
ama benim için bir,298
bir kaç şey var,298
için bir şey yapmak,298
yeni bir şey mi,297
ben başka bir şey,297
senin için bir tane,297
evet bence de öyle,297
sen de onun gibi,297
hayır yok öyle bir,297
sen de bu yüzden,297
ilgili bir şey değil,297
tam olarak nasıl bir,297
bir şey ya da,296
daha asla görmek istemiyorum,296
hakkında başka bir şey,296
devam etmek ister misin,296
başka bir yer var,296
biliyor musun belki de,296
en az bir saat,296
var ne yok dostum,296
bir kaç hafta içinde,295
senin için sorun değil,295
bir kez daha görmek,295
bu neden bu kadar,295
için bir tane daha,295
bunun senin için zor,295
bana bunu neden yapıyorsun,294
uzun bir gece oldu,294
ne kadar zaman var,294
onu ne kadar çok,294
iyi olur o zaman,294
çok daha fazla şey,294
bu değil değil mi,294
ama bir şey daha,293
de sana aynı şeyi,293
hayır hayır önemli değil,293
ben daha önce hiç,293
onun ne olduğunu bilmiyorum,293
seni bir daha ne,293
bu da benim için,292
hiç bir şey için,292
için teşekkür ederim ama,292
öyle bir şey olmaz,292
nerede olduğunu bile bilmiyorum,292
dur dur bir dakika,292
yok ama yine de,292
o da aynı şeyi,292
kadar güzel bir gün,292
bunu yapmak zorunda mısın,292
en az sizin kadar,291
o çok güzel bir,291
ama şimdi her şey,291
harika bir şey değil,291
bak ne kadar da,291
onun için çok geç,291
her zaman her şeyi,291
için size teşekkür etmek,290
bunu bana daha önce,290
o zaman neden beni,290
çok güzel öyle değil,290
bir şey yemek ister,290
o zaman daha iyi,290
bu gece için bir,290
yani sen ve ben,289
için en önemli şey,289
bakın burada kim var,289
bunlar da ne demek,289
sana önemli bir şey,289
ve sen de bu,289
seni görmek güzel dostum,289
seni daha önce gördüm,289
niye bu kadar geç,288
o zaman bu gece,288
daha önce de böyle,288
ama yine de seni,288
çok geç değil mi,288
burada ne işi vardı,287
bana bir şeyler oluyor,287
orada biri var mı,287
sizin için çok zor,287
bana biraz para ver,287
bunun için hazır mısın,286
yardım et yardım et,286
benim için çok büyük,286
ama bunu yapmak için,286
belki de iyi bir,286
daha güzel bir yer,286
sen ve ben biz,286
bu büyük bir iş,286
bana kim olduğunu söyle,285
senin için de iyi,285
senin için güzel bir,285
için çok üzgünüm ama,284
için yeni bir şey,284
böyle bir yerde ne,284
bu gerçekten de çok,284
tek bir şey vardı,284
sadece emin olmak için,284
tanrım bize yardım et,284
ama sen bunu zaten,283
ben senin en iyi,283
için de aynı şeyi,283
bu da demek ki,283
hem de çok güzel,283
bunu size kim söyledi,283
bu çok eski bir,283
ve onu bir daha,282
şey var mı efendim,282
o çok iyi biri,282
o zaman ne olur,282
seninle birlikte olmak istiyorum,282
ne güzel bir yer,282
şey öyle değil mi,282
çok hoş bir yer,282
bu yüzden biz de,282
bana birkaç dakika ver,282
hayır hayır sorun yok,282
için gereken her şeyi,282
bak ne kadar güzel,282
onun nasıl biri olduğunu,282
bu yüzden o kadar,282
bu demek değil ki,282
başka bir kadın mı,281
çok zor bir gün,281
sonra bir şey oldu,281
hiç bir şey mi,281
bu kadar küçük bir,281
için izin istiyorum efendim,281
sen de iyi bir,281
şu anda başka bir,281
bir şey yok sadece,280
için daha ne kadar,280
kontrol etmek ister misin,280
sanırım bu iyi bir,280
kadar uzun zaman oldu,280
gel bana yardım et,280
ben sana yardım ederim,280
artık o kadar da,280
bakın burada ne var,280
bir çok şey var,280
o zaman bu bir,279
için daha iyi olacak,279
senin için aynı şeyi,279
çok daha kötü bir,279
de o kadar kötü,279
çok ama çok kötü,278
olan hiçbir şey yok,278
aynı anda iki yerde,278
