fivegram,frequency
ben de onu görmek istiyorum,109
için çok zor olduğunu biliyorum,109
hem de büyük bir tane,109
bu o kadar önemli mi,109
ve bu harika bir şey,109
önemli bir şey değil ama,109
olmak o kadar da kötü,109
bunu sen de ben de,109
o lanet şey de ne,109
bu çok hoş değil mi,109
tanrım seni görmek ne güzel,109
bir şey biliyorsun değil mi,109
ben de aynı şeyi sana,109
ben de orada olmak istiyorum,109
ya sen ya da ben,109
burada yanlış bir şey var,109
bunun ne olduğunu söyle bana,108
bu evet mi hayır mı,108
bunun zor olduğunu biliyorum ama,108
hem de bir an önce,108
benim için çok özel bir,108
gibi bir şey mi bu,108
bu pek de iyi bir,108
harika bir gece değil mi,108
buna bir son ver artık,108
ama ne olur ne olmaz,108
her zaman da öyle olacak,108
hayır o kadar kötü değil,107
bir şey var mı ki,107
hala devam etmek istiyor musun,107
bugün çok önemli bir gün,107
ne olduğunu ben de bilmiyorum,107
daha ne kadar böyle devam,107
bir şey ister misiniz efendim,107
sen her şeyi bana bırak,107
güzel bir gün öyle değil,107
bana öyle geliyor ki bu,107
beni iyi dinle tamam mı,107
peki ya sonra ne olacak,107
için bu kadar önemli olduğunu,106
öyle çok şey var ki,106
bir şeyi yok değil mi,106
bu iş için en iyi,106
o kadar kötü değil mi,106
o da aynı şeyi söyledi,106
her şey çok daha güzel,106
evet mi yoksa hayır mı,106
sana bir şey oldu mu,106
bu ne demek biliyorsun değil,106
şu an nerede olduğunu biliyor,106
burada başka biri var mı,106
bir adam için iyi bir,106
bir şey mi oldu efendim,106
de en az onlar kadar,106
olur mu hiç öyle şey,106
bu çok büyük bir iş,105
pek önemli bir şey değil,105
güzel bir kız değil mi,105
benim için ona iyi bak,105
de iyi bir zaman değil,105
burada bir şey var mı,105
ne var ne yok çocuklar,105
bir şeyler var değil mi,105
çok uzun bir gece olacak,105
için çok güzel bir yer,105
için çok ama çok üzgünüm,105
senin için büyük bir gün,104
yanlış bir şeyler mi var,104
o zaman bunu neden yapıyorsun,104
bana yardım et olur mu,104
şimdi daha iyi değil mi,104
ama o kadar da iyi,104
ben de yardım etmek istiyorum,103
ama şu anda burada değil,103
teşekkür ederim teşekkür ederim teşekkür,103
bence bu çok iyi bir,103
ne iyi ne de kötü,103
yeni bir gün yeni bir,103
o iyi bir şeyi yok,103
seni seviyorum seni seviyorum seni,103
ile ilgili bir sorun mu,103
o sadece küçük bir çocuk,102
olan şey ne biliyor musun,102
bunu zaten biliyorsun değil mi,102
bunun hakkında ne biliyorsun ki,102
ya da bunun gibi bir,102
ama bu çok büyük bir,102
ama seni daha çok seviyorum,102
bir tane de benim için,102
bir şey var o da,102
ama bir tane daha var,102
seni tekrar görmek çok hoş,102
bu gerçek değil değil mi,102
senin için çok özel bir,102
ne olur bana yardım et,102
ben asla öyle bir şey,102
o çok kötü bir adam,101
seviyorum seni seviyorum seni seviyorum,101
şu anda önemli olan tek,101
bir şeyler oluyor değil mi,101
gereken pek çok şey var,101
bir ya da iki hafta,101
ile ilgili bir şey var,100
nasıl oldu bilmiyorum ama beni,100
bana mı öyle geldi yoksa,100
böyle bir şey bir daha,100
hiçbir şey yok değil mi,100
ederim teşekkür ederim teşekkür ederim,100
tabii ki bu bir iş,100
o kadar şey var ki,100
haydi haydi haydi haydi haydi,100
çok fazla bir şey değil,100
kadar önemli olan şey nedir,100
sorun da bu değil mi,100
evet bir şey daha var,100
ama hiçbir şey için söz,100
benden selam söyle olur mu,100
aslında tam olarak öyle değil,99
onlara iyi bak tamam mı,99
bu güzel gece için teşekkürler,99
her şey için çok özür,99
devam et devam et devam,99
ne hakkında olduğunu söyledi mi,99
tanrım seni görmek çok güzel,99
ya onlar ya da biz,99
bir insan nasıl bu kadar,99
seni görmek ne güzel dostum,99
sen kim olduğunu biliyor musun,99
evet ya da hayır lütfen,98
hiç olur mu öyle şey,98
bu çok yanlış bir şey,98
çok fazla bir şey yok,98
belki evet belki de hayır,98
gerçekten önemli bir şey değil,98
buraya en son ne zaman,98
ne kadar büyük olabilir ki,98
bu evet mi demek oluyor,98
orada başka kimse var mı,98
da öyle bir şey işte,98
çok daha iyi değil mi,98
yarın zor bir gün olacak,98
burada başka kimse var mı,98
bu sadece seninle ilgili değil,98
hayır bunun için çok geç,98
ne kadar zor olduğunu biliyorsun,98
senin için hiçbir şey yok,98
tanrım aman tanrım aman tanrım,98
sana tam olarak ne söyledi,98
hiç bir şey yok mu,98
için hiç bir neden yok,98
hiçbir şey yok tamam mı,97
aynı şeyi ben de sana,97
bu bir sorun değil mi,97
bir dakika bekle tamam mı,97
gereken başka şeyler de var,97
başka biri var değil mi,97
her şey seninle ilgili değil,97
böyle bir yerde ne yapıyorsun,97
peki şimdi ne yapmak istiyorsun,97
bu çok hoş bir şey,97
için iyi bir zaman olabilir,97
evet ama bir sorun var,96
ama bu doğru değil biliyorsun,96
için çok önemli değil mi,96
o kadar da kötü olmaz,96
sadece sen ve ben dostum,96
buna hemen bir son ver,96
ya kabul et ya da,96
et devam et devam et,96
da en az benim kadar,96
bu son bizim değil onun,96
ben de böyle bir şey,96
sadece bana biraz zaman ver,96
en son ne zaman geldi,96
ne gün ama değil mi,96
hem de çok iyi bir,96
bana iyi bir şey söyle,96
güzel olan ne biliyor musun,96
başka bir şey için değil,95
o zaman sana bir şey,95
belki bir gün sen de,95
sana son bir kez daha,95
dur bir dakika dur bir,95
burası iyi bir yer değil,95
iyi bir yer var mı,94
ya da başka bir yerde,94
ve sana yardım etmek istiyorum,94
aman tanrım aman tanrım aman,94
biri ya da bir şey,94
bu yanlış bir şey mi,94
ben de en az sizin,94
sana yardım etmek istiyorum ama,94
kadar da önemli bir şey,94
bu o adam değil mi,94
senden fazla bir şey istemiyorum,94
hayır hiç bir şey yok,94
ben artık o adam değilim,94
peki ya sonra ne oldu,94
ve bir daha asla geri,94
kadar önemli bir şey değil,94
bana tam olarak ne olduğunu,94
çok daha kötü bir şey,94
bundan daha iyi bir şey,94
o zaman bir şey olmaz,94
onları en son ne zaman,93
bir evet ya da hayır,93
bunun ne demek olduğunu bile,93
seninle hiçbir şey yapmak istemiyorum,93
ama burada hiçbir şey yok,93
mutlu etmek için her şeyi,93
o zaman benim için bir,93
peki bu ne zaman oldu,93
burada hiçbir şey yok efendim,92
hayır hayır hayır öyle değil,92
o zaman nasıl oluyor da,92
bundan daha önemli bir şey,92
bu doğru değil tamam mı,92
onun için çok zor olmalı,92
nasıl bir yer burası böyle,92
şu an doğru zaman değil,92
çok uzun zaman gibi geliyor,92
de senin için aynı şeyi,92
daha önce hiç öyle bir,92
hiçbir şey için geç değil,92
bir şey olmalı değil mi,91
bu onun için çok zor,91
kötü bir şey olduğunu biliyorum,91
öyle bir şey değil bu,91
bu senin için sorun olur,91
evet ben de aynı şeyi,91
başka bir sorun var mı,91
şimdi var mısın yok musun,91
o zaman daha iyi bir,91
daha asla böyle bir şey,91
çok daha önemli bir şey,91
her zaman olan bir şey,91
belki o kadar da kötü,91
ben hiç böyle bir şey,91
çok özel bir şey var,91
çok çok çok teşekkür ederim,91
için daha iyi bir zaman,91
ama neden böyle bir şey,91
bu iyi bir şey sanırım,90
gibi bir şeyi daha önce,90
daha iyi ne olabilir ki,90
ne var ne yok diye,90
hakkında çok az şey biliyorum,90
sen de benim gibi bir,90
bugün büyük gün değil mi,90
sadece tek bir sorun var,90
dilerim özür dilerim özür dilerim,90
bugün bir iş var mı,90
daha iyi bir yer yapmak,90
onun için iyi bir şey,90
bir daha yapmak ister misin,90
seni burada görmek ne hoş,90
ne kadar çok insan var,90
tam olarak ne demek bu,90
burası gerçekten güzel bir yer,90
o kadar da zor bir,90
özür dilerim özür dilerim özür,90
bu kadar şeyi nasıl biliyorsun,89
bekle bekle bekle bir dakika,89
tüm bunlar için çok üzgünüm,89
burada kötü adam ben değilim,89
hem de pek çok kez,89
öyle ya da böyle bir,89
bir şeyi kontrol etmek istiyorum,89
burası çok özel bir yer,89
şey için teşekkür etmek istiyorum,89
önce hiç bu kadar mutlu,89
ama hiç de öyle değil,89
neden her şey bu kadar,89
bu çok büyük bir para,89
de benim için bir şey,89
da bu zaten değil mi,89
senin için çok geç değil,88
bu iş tam sana göre,88
buraya gel ve bana yardım,88
anda önemli olan tek şey,88
bence bu hiç iyi bir,88
peki ondan sonra ne oldu,88
onu son bir kez daha,88
her şey için çok sağ,88
onun hakkında ne biliyorsun ki,88
neden bana bu kadar iyi,88
seni bir daha burada görmek,88
hayır bir tane daha var,88
bana bir şey yok mu,88
bu güzel bir şey değil,87
tam sana göre bir iş,87
onun gibi mi olmak istiyorsun,87
güzel bir şey görmek ister,87
de iyi bir şey değil,87
çok iyi bir yer biliyorum,87
bu iş için doğru adam,87
seni hiç bu kadar mutlu,87
olan bir şey var ki,87
neden her zaman bu kadar,87
ama çok uzun zaman oldu,87
bu sadece bir iş değil,87
senin için çok zor bir,87
saat o kadar oldu mu,87
senden tek bir şey istiyorum,87
sana başka bir şey daha,87
senin için çok iyi bir,87
ve başka bir şey daha,87
ben de seninle olmak istiyorum,87
benim için de bir tane,87
bu benim için bir ilk,86
bu senin için iyi değil,86
aman tanrım bu çok kötü,86
çok uzun zaman önce oldu,86
bu o kadar kötü bir,86
bu pek de iyi değil,86
nasıl bir şey olduğunu biliyorsun,86
bu senin için önemli mi,86
bir kız ol tamam mı,86
orada bir şey yok ki,86
lanet diye bir şey yok,86
o kadar zor bir şey,86
peki en son ne zaman,86
seni daha önce de gördüm,86
için çok önemli bir şey,86
bana karşı neden bu kadar,86
hem de öyle böyle değil,86
ama yine de seni seviyorum,86
bir dakika bekle bir dakika,86
bir şey var mı peki,86
bu iş daha ne kadar,86
seni görmek güzel eski dostum,86
sen ne olduğunu biliyor musun,86
ne de başka bir yerde,86
neler olduğunu biliyorsun değil mi,86
bir şey yapmak için çok,86
bu bir şey demek değil,86
sadece tek bir şey var,86
bir şey mi demek istiyorsun,86
ama ben senin gibi değilim,86
bu harika öyle değil mi,86
evet seni görmek de güzel,85
orada ne var biliyor musun,85
bu işte pek iyi değilim,85
bir iki bir iki üç,85
özel bir yer var mı,85
burası çok hoş bir yer,85
ne şimdi ne de başka,85
her şey çok daha iyi,85
hayır buna hiç gerek yok,85
onu seviyorum o da beni,85
başka bir şey mi oldu,85
da senin için aynı şeyi,85
sen de öyle değil mi,85
bu iyi öyle değil mi,84
için bundan daha iyi bir,84
hadi ama bir şey söyle,84
bunu gerçekten istiyorsun değil mi,84
önce böyle bir şey hiç,84
bunu para için mi yapıyorsun,84
merhaba orada kimse var mı,84
merhaba ne var ne yok,84
ben de tam olarak bundan,84
bir iki üç bir iki,84
bir şeyler var mı diye,84
aman tanrım ne oldu sana,84
mı öyle geliyor yoksa bu,84
bütün bunlar ne zaman oldu,84
tüm bunlar da ne böyle,84
bütün bunlar için çok üzgünüm,84
önemli olan tek şey senin,84
nasıl olur da böyle bir,83
da ne demek oluyor böyle,83
sen de aynı şeyi istiyorsun,83
seni de görmek çok güzel,83
her zaman öyle değil mi,83
hakkında fazla bir şey bilmiyorum,83
ne kadar da hoş bir,83
bu kadar zor olan ne,83
diye bir şey de yok,83
için hiç de iyi değil,83
ben de bunu yapmak istiyorum,83
gerçekten yardım etmek istiyor musun,83
senin için başka bir şey,83
bunun beni ne kadar mutlu,83
senin hakkında daha çok şey,83
benim için bir şey daha,83
şey de bu değil mi,83
kadar kötü bir şey değil,83
bunu benim için mi yapıyorsun,83
belki de başka bir yere,82
ilgili bir şey yok mu,82
daha önce öyle bir şey,82
ben de sana yardım ederim,82
için çok önemli bir gün,82
hepsi bu kadar değil mi,82
için çok güzel bir gün,82
burada sana göre bir şey,82
yanlış olan bir şey mi,82
evet bana da öyle geldi,82
tamam da o da kim,82
senin için küçük bir şey,82
hayır hayır ben özür dilerim,82
de biliyorsun ben de biliyorum,82
bunun sizin için ne kadar,82
şimdi benden sonra tekrar et,82
bundan daha güzel bir şey,82
hey orada kimse var mı,82
o zaman ben de bir,82
ben de her yerde seni,82
bak özür dilerim tamam mı,82
o zaman ben de seni,81
iyi bir şeyler var mı,81
bir daha asla bunu yapma,81
çok güzel bir gün olacak,81
sana daha önce de dedim,81
ile ilgili bir şey yok,81
bir şey değil ki bu,81
benim için her zaman bir,81
neden bana yardım etmek istiyorsun,81
tüm bu şeyler de ne,81
hakkında nasıl bu kadar çok,81
bundan o kadar da emin,81
her şeyi olduğu gibi kabul,81
şimdi iyi bir kız ol,81
peki neden böyle bir şey,81
o ya da bu şekilde,81
ben diye bir şey yok,81
bizim için çok önemli bir,81
bir dakika bir dakika bir,80
doğru olduğunu sen de biliyorsun,80
lütfen bunu bir daha yapma,80
peki bu ne o zaman,80
iyi bir şey var mı,80
belki de bu o kadar,80
bu beni çok mutlu ediyor,80
benim gibi mi olmak istiyorsun,80
benden çok daha iyi bir,80
bunu çok uzun zaman önce,80
ben de senin hakkında çok,80
için güzel bir gün değil,80
yarın yeni bir gün olacak,80
hayır tabii ki de hayır,80
bu seni mutlu ediyor mu,80
neden bu kadar çok istiyorsun,80
peki ya o ne olacak,80
yine de çok teşekkür ederim,80
ile en son ne zaman,80
bunun hakkında hiç bir şey,80
önemli bir şey daha var,80
var mı böyle bir şey,80
evet bunun gibi bir şey,80
hayır orada bir şey yok,80
bu gece için hazır mısın,80
onun için artık çok geç,80
son ne zaman bu kadar,80
bu senin için sorun olmaz,80
her şey için sana teşekkür,80
çok çok çok özür dilerim,80
o da orada olacak mı,80
ama hepsi bu kadar değil,80
onun hakkında daha çok şey,79
çok bir şey değil ama,79
burada bir doktor var mı,79
doğru değil öyle değil mi,79
bu da güzel bir şey,79
ne için olduğunu biliyor musun,79
benim olduğu kadar senin de,79
bize ne lazım biliyor musun,79
tamam bana bir dakika ver,79
önce hiç bu kadar iyi,79
da başka bir şey mi,79
ne diye böyle bir şey,79
benim için değil onun için,79
tam bana göre bir kız,79
bir dakika ver tamam mı,79
sen de benim için bir,79
her zaman bu kadar çok,79
ya da başka bir şeyi,79
bunun ne olduğunu biliyorsun değil,79
bu senin için daha iyi,78
onunla ilgili hiçbir şey bilmiyorum,78
ben de onu çok seviyorum,78
bu iyi değil değil mi,78
bunun için de özür dilerim,78
bir şeyi olan var mı,78
yine de bir şeyler olmalı,78
dakika bir dakika bir dakika,78
nasıl daha kötü olabilir ki,78
iki üç bir iki üç,78
ne istiyorsun da ne demek,78
orada ne olduğunu biliyor musun,78
o zaman benden ne istiyorsun,78
burası çok büyük bir yer,78
şey de tam olarak bu,78
için de bir tane var,78
bugün özel bir gün mü,78
harika bir kız değil mi,78
neden biri böyle bir şey,78
bana yardım et tamam mı,77
bu iş için ne kadar,77
hayır hayır tabii ki hayır,77
ve bu benim için çok,77
bana bunun ne olduğunu söyle,77
bence bu güzel bir şey,77
daha iyi bir yer olacak,77
aslında o kadar kötü değil,77
benim için bir şey yapmak,77
zaman benim için bir şey,77
daha büyük ve daha iyi,77
bir kez daha görmek istiyorum,77
bu ne demek oluyor ki,77
ben de sizin gibi bir,77
beni bu kadar çok mu,77
için mi benim için mi,77
son bir kez daha görmek,77
evet ama o kadar da,77
aman tanrım ne kadar da,77
asla asla asla asla asla,77
şey için çok sağ ol,77
bu senin için sadece bir,77
daha önce hiç bu şekilde,77
evet çok uzun zaman oldu,76
için bir şey yapmak istiyorum,76
evet tam da bu yüzden,76
burada öyle bir şey yok,76
bu onun için büyük bir,76
ben artık öyle biri değilim,76
çok da önemli bir şey,76
bu benim için ne kadar,76
bana sadece nerede olduğunu söyle,76
bir teşekkür bile yok mu,76
bilmiyorum ama hep böyle olur,76
senin kadar ben de istiyorum,76
bunun ne kadar büyük bir,76
aynı şey benim için de,76
o artık bir çocuk değil,76
tek bir kişi bile yok,76
ne var biliyor musun dostum,76
ama öyle olmak zorunda değil,76
burada benim için bir şey,76
evet bir tane daha var,76
olduğu gibi yerde de senin,76
sadece bir dakika tamam mı,76
bu çok ama çok kötü,75
hayır o kadar da kötü,75
ne oldu bir şey mi,75
anda nerede olduğunu biliyor musun,75
bu hiçbir şey demek değil,75
