threegram,frequency
bu başka bir,1976
ve sen bunu,1976
senin burada ne,1972
tamam sorun yok,1971
için de çok,1969
hiç iyi bir,1969
iki yıl önce,1966
oh lanet olsun,1966
işte bu yüzden,1964
da aynı şeyi,1963
her zaman değil,1963
bu bir iş,1963
yine de teşekkürler,1963
her zaman bu,1962
kadar da güzel,1962
her şey bu,1960
benim için her,1958
ne oldu biliyor,1958
nasıl oldu bu,1957
özür dilerim bay,1955
birkaç dakika içinde,1955
evet bu çok,1954
de aynı şekilde,1954
bu adam da,1954
çünkü ben bir,1953
ama bir şeyler,1950
ve senin için,1949
burada değil mi,1949
ne oldu öyle,1948
daha önemli bir,1948
biz de bunu,1945
her zaman iyi,1944
ne güzel değil,1943
burada olduğunu biliyorum,1942
bana çok iyi,1942
ne yapıyorsun orada,1942
yine de çok,1940
kötü değil mi,1939
benim için bunu,1938
bir şey işte,1938
üzgünüm ama bu,1937
için gerçekten çok,1937
senin için önemli,1936
bize bir dakika,1935
kadar iyi değil,1935
sen ne zaman,1935
beni ne kadar,1933
hakkında hiç bir,1933
çok iyi oldu,1932
biliyor musun sen,1932
her zaman en,1931
hiç de öyle,1929
sorun olmaz değil,1926
ama bir daha,1926
bu adam kim,1924
ben de onunla,1923
değil mi ama,1922
ama bir gün,1921
tam da bu,1920
siz de mi,1919
bir dakika daha,1919
ama sana bir,1918
tabii ki var,1918
o zaman belki,1918
benim için bu,1917
kadar kötü mü,1917
sizi tekrar görmek,1914
o zaman biz,1913
ne kadar az,1910
çok kötü şeyler,1910
orada kimse var,1910
etmek için bir,1910
bir şeyler biliyor,1908
için sana teşekkür,1906
lütfen lütfen lütfen,1905
her şey harika,1905
sen de gel,1904
o zaman burada,1904
daha görmek istemiyorum,1903
ben de sizin,1903
ona ne olduğunu,1901
artık daha fazla,1900
başka ne olabilir,1898
yok mu senin,1895
ondan sonra da,1895
sen benim en,1895
bunu daha fazla,1894
sana göre değil,1891
nasıl böyle bir,1889
ne olacak ki,1888
bence de öyle,1888
belki sen de,1887
kişi ben değilim,1887
ama daha önce,1883
o zaman sorun,1883
bir şeyler yemek,1882
bu da demek,1880
bunun için ne,1878
da bir tane,1877
kadar da iyi,1874
bu iş böyle,1874
bir kaç yıl,1874
bunun için de,1874
onun nerede olduğunu,1874
bak ne kadar,1872
senin gibi değilim,1869
o da var,1868
yer değil mi,1865
de böyle bir,1864
belki de en,1864
için bana bir,1863
aynı senin gibi,1862
siz devam edin,1861
için bir tane,1861
sizin için çok,1859
etmek mi istiyorsun,1856
gerçekten özür dilerim,1856
bu yüzden o,1855
belki ben de,1855
bize biraz izin,1854
senin için bu,1852
de öyle dedim,1849
benim de öyle,1849
zaman bu kadar,1848
birkaç dakika önce,1848
peki ne zaman,1847
birkaç dakika sonra,1846
sen de o,1842
yıl önce bir,1839
bile gerek yok,1838
ve tabii ki,1837
bu ne ya,1835
hoş bir şey,1833
ya da o,1832
neden o kadar,1831
bir kız için,1831
benden çok daha,1830
bu da onun,1829
sonra da bir,1829
demek bu yüzden,1826
neden bunu yapıyorsun,1824
bunun için özür,1823
tabii ki değil,1822
sen çok iyi,1819
bunun için para,1819
kim olduğunu bile,1818
ama bu senin,1817
kötü bir adam,1816
bu benim ilk,1816
hey neler oluyor,1815
da öyle bir,1814
sen de aynı,1814
dakika bir dakika,1811
için izin istiyorum,1810
olan bir adam,1809
bir yer mi,1804
çok üzgünüm ama,1804
daha çok para,1804
kadar çok mu,1803
diye biri yok,1802
sanırım ben de,1802
da var mı,1801
için bana yardım,1797
gün değil mi,1796
birkaç saat sonra,1794
ben de onları,1794
de ben de,1793
ama sen bir,1793
o benim için,1791
ama böyle bir,1790
evet ama sen,1789
için kötü bir,1788
bu şey de,1787
sadece bir çocuk,1786
her şeyi yok,1784
üç gün sonra,1783
ve başka bir,1780
sonra bir daha,1779
belki de biraz,1779
kadar zor olabilir,1770
peki bunu nasıl,1770
çok kötü oldu,1769
tek şey o,1768
tamam teşekkür ederim,1767
ona her şeyi,1765
olduğu önemli değil,1765
bir kız gibi,1761
bana ne kadar,1758
bunu nasıl yapıyorsun,1758
gidelim o zaman,1756
senin gibi biri,1756
seni daha iyi,1756
bir an bile,1756
gibi o da,1754
belki de seni,1754
burada bir şeyler,1753
değil mi tatlım,1751
ne zaman hazır,1750
tek kişi o,1748
her şey senin,1748
adam da kim,1744
gibi bir adam,1744
bir son ver,1742
da önemli değil,1741
için sadece bir,1741
bir daha bu,1738
bize yardım edin,1734
adam tam bir,1734
bak sen şu,1732
çok daha güzel,1731
bak tamam mı,1731
bana daha önce,1730
onun ne olduğunu,1730
bu iş çok,1726
ama bu da,1725
sorun yok değil,1725
bu hiçbir şeyi,1723
tamam sağ ol,1723
bir daha bana,1722
sen sadece bir,1719
bu kadar da,1717
ama bu sadece,1717
çok kötü değil,1715
sen biliyor musun,1715
bence bu çok,1714
o burada mı,1714
çünkü o bir,1713
bir o kadar,1711
ne kadar mutlu,1710
ne var orada,1710
bir şey istiyorum,1710
bu demek oluyor,1708
bu işte bir,1708
bu da çok,1707
de hiçbir şey,1705
bu gerçekten harika,1705
tam sana göre,1704
değil mi baba,1703
tamam özür dilerim,1701
al ve git,1701
hepsi bu değil,1700
en az iki,1698
yine mi sen,1697
evet işte böyle,1692
bir şey hakkında,1692
bu senin mi,1692
sorun bu değil,1691
bir şey istiyor,1691
bu hiçbir şey,1691
bir tek o,1691
önemli olan şey,1691
var ne de,1689
o da öyle,1689
oldu sana böyle,1689
tanrım bu çok,1688
bu daha çok,1687
ki ben de,1687
hayır bu çok,1687
özür dilerim özür,1685
nerede biliyor musun,1681
evet o da,1680
için de öyle,1680
dilerim özür dilerim,1677
bu yüzden çok,1677
bu beni çok,1675
bundan sonra ne,1674
özür dilerim ben,1674
için bir yer,1673
sen değil misin,1672
evet sen de,1670
de bu kadar,1670
burada ne oluyor,1669
önce hiç bu,1668
şimdi de sen,1667
bak bak bak,1667
bunun senin için,1666
birkaç gün daha,1666
özür dilerim bayan,1666
ama o benim,1666
pek çok kez,1665
belki bir şeyler,1664
ve senin de,1662
bir adam değil,1662
tek bir kişi,1661
bir yere gidelim,1661
biz de onu,1660
size yardım etmek,1658
o zaman ona,1657
yok sağ ol,1656
uzun bir gece,1654
bana ne oldu,1654
sana bir özür,1653
onu ben de,1653
için çok büyük,1652
belki de artık,1652
yüzden ben de,1652
bir saat kadar,1651
o iyi olacak,1651
sana göre bir,1650
bir şey ama,1649
biri daha var,1649
sonra da onu,1646
ben hiç bir,1645
seni görmek istiyorum,1645
biz de bu,1645
biz de seni,1642
olduğu hakkında bir,1641
bana ne zaman,1641
burada olduğunu biliyor,1640
o çok güzel,1640
benim için iyi,1640
bana karşı çok,1639
böyle şeyler olur,1638
her şeyi ben,1638
artık hiçbir şey,1637
o da bu,1637
yeni bir şeyler,1635
ve bu benim,1634
evet ama bir,1634
her yerde olabilir,1634
şey için teşekkür,1634
tek şey var,1633
bir kadın mı,1633
tam olarak öyle,1632
de sana bir,1632
ve bu çok,1631
ve ben çok,1630
belki de çok,1630
sen ve senin,1630
için önemli olan,1629
gereken başka bir,1629
ben sana ne,1628
iyi bir baba,1628
daha ne istiyorsun,1627
güzel çok güzel,1627
o harika bir,1626
bir dakika önce,1624
oh gerçekten mi,1624
olduğu için çok,1624
ama bu şekilde,1622
o gerçek bir,1621
tanrım ne kadar,1620
de tam olarak,1619
senin için mi,1618
bir şey yoksa,1618
üzgünüm tamam mı,1618
belki de ona,1618
onun için ne,1616
o zaman benim,1615
ama ne kadar,1615
güzel bir şeyler,1615
bu da seni,1613
üç hafta önce,1611
bunu kim söyledi,1608
hayır her şey,1608
ve en iyi,1608
o ve ben,1608
sağ ol ama,1607
çünkü sen bir,1604
da bu yüzden,1604
için biraz daha,1604
zor değil mi,1604
çok küçük bir,1603
benden selam söyle,1603
olan tek kişi,1603
ama ne zaman,1602
de benim gibi,1601
da senin gibi,1601
beni çok mutlu,1601
her şeyi kontrol,1601
iki hafta önce,1601
sen daha iyi,1600
senin en iyi,1599
şey çok güzel,1599
sana da bir,1596
bunun için biraz,1593
hem de ne,1593
söyle o zaman,1592
peki ya şimdi,1592
olan şey bu,1591
onun burada ne,1591
ya da çok,1590
ne demek o,1590
oluyor değil mi,1590
bu gerçekten de,1587
o zaman git,1587
da onun gibi,1586
olur biliyor musun,1586
biliyor musun ben,1585
o benim en,1585
peki ya sonra,1585
sana ne söyledi,1585
devam etmek için,1583
gerçekten öyle mi,1582
seni o kadar,1582
bir şey olsun,1581
ne demek ne,1580
tam olarak bilmiyorum,1579
ve ne kadar,1577
da senin için,1576
ve biliyor musun,1576
belki de senin,1575
ama çok iyi,1575
bir de ben,1575
de var mı,1573
için de iyi,1573
bu yüzden buraya,1572
ona ne kadar,1572
için sorun yok,1571
bir daha olmaz,1571
bunun için sana,1570
şey var ki,1570
gerçekten böyle mi,1569
var mı ki,1568
başka kim var,1568
yardım etmek ister,1568
lütfen devam edin,1567
ya da değil,1566
ve seni seviyorum,1566
ne oldu şimdi,1566
biliyorum tamam mı,1565
evet benim de,1565
neler olduğunu bilmiyorum,1564
ona bir bak,1563
bu iyi mi,1562
kadar kötü bir,1562
bana her zaman,1561
onlara bir şey,1559
bunu her zaman,1558
ve belki de,1558
ben başka bir,1557
bir gece olacak,1555
kötü bir zaman,1555
çok mu kötü,1555
de büyük bir,1554
o yüzden de,1554
başka var mı,1553
bana başka bir,1553
başka bir şeyler,1552
falan mı var,1551
kim olduğunu biliyorsun,1550
neler oluyor orada,1550
onu ne zaman,1550
biz de tam,1549
bana biraz daha,1549
ve sen onu,1548
ne olduğu hakkında,1547
seni çok iyi,1547
bu şekilde değil,1546
şimdi mutlu musun,1545
ben seni seviyorum,1545
iki tane var,1543
bir şey oluyor,1542
hadi buradan gidelim,1542
o yüzden bir,1541
de ne böyle,1541
burada ne oldu,1540
bunun benim için,1539
kim ben mi,1539
bu eski bir,1537
her an burada,1536
yanlış olan ne,1536
sana bir tane,1535
ben yine de,1534
niye böyle bir,1533
ve bu bir,1532
bir adam mı,1531
yardım et lütfen,1530
ve daha sonra,1530
için çok mu,1529
bu ben değilim,1529
o da nedir,1529
ne biliyorsun ki,1528
da ne öyle,1528
daha fazla bir,1527
doğru bir şey,1526
ne kadar daha,1525
ben de üzgünüm,1524
sağ ol baba,1524
yıl kadar önce,1524
sen ne kadar,1524
ve bu gece,1523
başka kimse var,1523
bu gece değil,1523
o zaman her,1522
bir daha ki,1521
onun için de,1520
mı yok mu,1519
ama önemli değil,1518
kim olduğunu söyle,1517
için sana bir,1516
yapmak istiyor musun,1515
hey iyi misin,1514
yine de onu,1512
ne oluyor böyle,1511
onu sen mi,1509
bir adam gibi,1509
ama bana bir,1509
onu bu kadar,1508
sizin için de,1507
çünkü o zaman,1507
da demek oluyor,1506
ya da sen,1506
bir yerde bir,1504
onu çok seviyorum,1504
daha bir şey,1503
bir daha ne,1502
evet sağ ol,1502
ben de orada,1502
yoksa ne olur,1501
da bir şeyler,1500
bir iki gün,1500
zor olabilir ki,1499
başka biri daha,1499
her şeyi bir,1498
hayır hayır lütfen,1498
şey hazır mı,1497
var mı yok,1494
daha önce gördüm,1494
için çok kötü,1494
o zaman çok,1494
ya da üç,1494
sana yardım ederim,1493
daha küçük bir,1492
için önemli bir,1492
gel de al,1492
burada daha fazla,1491
evet bu iyi,1489
ben ben ben,1488
kim söyledi bunu,1487
de yeni bir,1487
da büyük bir,1487
her zaman senin,1487
kadar güzel olduğunu,1486
peki sonra ne,1485
da ne şimdi,1485
oh bu çok,1484
beni bu kadar,1481
çok fazla insan,1481
buraya daha önce,1480
var mı bay,1479
çok da kötü,1479
tam olarak emin,1478
bu çok yanlış,1478
demek şimdi bu,1478
ama öyle değil,1477
bana yeni bir,1476
bir şey olur,1475
daha önce kimse,1474
tamam ben de,1473
buraya bunun için,1472
sen de iyi,1471
zaman sen de,1471
o bir şey,1470
her zaman daha,1470
olmak için çok,1469
için tek bir,1467
geldi değil mi,1467
mi demek istiyorsun,1467
hiçbir şey istemiyorum,1466
lanet olsun bu,1466
sorun o değil,1465
gibi geldi bana,1464
sen şu işe,1464
ve son olarak,1463
sana bir iş,1463
bunun doğru olduğunu,1463
bunu bana yapma,1462
kadar güzel değil,1462
o benim kız,1462
var mı bir,1462
o da bunu,1462
sadece ben ve,1461
her zaman da,1461
çok daha önemli,1460
iyi bir gün,1459
çok fazla değil,1455
özür dilerim anne,1455
sana iyi bir,1454
yemek için teşekkürler,1453
etmek için ne,1452
ne yapmak için,1451
o zaman nasıl,1451
az önce bana,1450
çok güzel ve,1450
devam et devam,1449
ne zaman olacak,1448
o iyi biri,1448
şu lanet şeyi,1448
başka bir kadın,1447
çok iyi olacak,1446
orada hiçbir şey,1444
her zaman her,1442
ne işi vardı,1442
bu benim en,1442
çok iyi biri,1441
için artık çok,1440
tane daha mı,1439
pek çok kişi,1438
senin de bir,1437
şey için çok,1437
olduğunu söyledi mi,1437
işi var burada,1436
senden daha çok,1436
şimdi beni iyi,1435
bir daha beni,1435
bir sorun olduğunu,1434
o zaman kim,1433
önce ne oldu,1431
her gün bir,1431
ben de ne,1431
mi değil mi,1431
bu uzun bir,1431
et devam et,1429
bir çok insan,1429
görmek de güzel,1429
bunu ne kadar,1428
bir kız mı,1428
bu zor bir,1427
bir insan gibi,1426
çok eski bir,1425
ve benim de,1423
senin hakkında çok,1423
zaman ne olacak,1423
seni daha sonra,1423
ve büyük bir,1423
bir kişi daha,1423
gerçekten de öyle,1422
bana bunu yapma,1422
hiçbir şey beni,1422
sana her zaman,1421
ve bana bir,1421
bana ne olacak,1420
seni daha çok,1419
gerçekten güzel bir,1419
neden her zaman,1418
pek iyi değilim,1418
belki biraz daha,1417
siz de öyle,1417
evet ne oldu,1416
her şeyi biliyorsun,1416
iki gün sonra,1415
daha da fazla,1415
iyi bir şeyler,1414
de en az,1414
ya da seni,1413
tam olarak nedir,1413
kadar bir şey,1413
bunun nasıl bir,1412
yani bu bir,1412
en son şey,1411
sen de biraz,1411
şimdi de beni,1411
bu yüzden bunu,1410
o zaman başka,1408
ne oldu burada,1407
ne zaman geliyor,1406
evet biliyorum ama,1406
ben de gördüm,1403
bana neler oluyor,1402
ve o zaman,1401
başka kim olabilir,1401
çok güzel olur,1397
zaman oldu bu,1397
teşekkür ederim doktor,1396
hepsi o kadar,1396
var mısın yok,1396
al o zaman,1396
bir kaç şey,1396
her şeyi gördüm,1395
buraya gel buraya,1395
benden daha fazla,1394
şu an biraz,1393
belki o zaman,1393
benim için daha,1389
özür dilerim baba,1389
ya da sadece,1389
sen beni dinle,1386
ben kötü bir,1385
bu bir gerçek,1383
adam değil mi,1383
mısın yok musun,1383
değil öyle değil,1382
hakkında daha fazla,1381
bunun hakkında ne,1381
şimdi ne yapıyorsun,1381
her şeyi mi,1380
gerçekten harika bir,1379
bir şeyler ister,1379
ama ben senin,1378
peki ya senin,1377
böyle iyi mi,1376
daha var mı,1376
seni ne zaman,1375
ve sen bana,1375
de iyi değil,1374
de teşekkür ederim,1373
sana ne olduğunu,1373
bir gün bu,1373
ne zaman bu,1373
gerçekten çok hoş,1372
bu iş burada,1372
çok zor olmalı,1372
kadar önemli olan,1372
bu yüzden her,1372
benim için hiç,1372
yüzden bu kadar,1371
gerçekten çok kötü,1371
de senin kadar,1371
olan ben değilim,1371
her zaman benim,1371
bu da değil,1370
ve sonra bir,1368
hiçbir şey değil,1368
diye bir yer,1367
neden sen de,1365
onu bu şekilde,1365
orada kimse yok,1365
de her şeyi,1364
iyi olur diye,1363
her zaman öyle,1363
ve daha da,1363
ama sen bunu,1362
bu daha da,1361
kim böyle bir,1360
peki ya şu,1360
tabii ki yok,1357
zaman bir şey,1357
ne istiyorsun benden,1357
belki de başka,1356
ben sana yardım,1356
zaman başka bir,1356
ben de mi,1355
şey yok ki,1355
çok insan var,1355
şimdi de bir,1354
bütün gece burada,1353
bir şey görmek,1352
belki de öyle,1352
hiçbir şeyi yok,1351
ve ben seni,1350
daha böyle bir,1349
sadece bu kadar,1348
devam et ve,1348
tekrar görmek çok,1348
yanlış bir şeyler,1348
beni çok iyi,1348
bilmiyorum ama bu,1347
onun için mi,1347
kötü ne olabilir,1346
ben sana bir,1345
hadi ama bu,1345
beni her zaman,1344
burada çok fazla,1344
bir dakika bile,1344
ama sen beni,1342
dakika izin ver,1342
evet o benim,1342
yeni bir gün,1341
ama onun için,1341
şu anda bunu,1341
bir tane mi,1341
benim de sana,1341
olduğunu kim söyledi,1340
yardım edin bana,1340
lazım değil mi,1339
bir daha buraya,1338
ne kadar teşekkür,1338
ona bir şeyler,1338
olmak çok güzel,1337
ama bu kez,1336
o ben değilim,1335
dinle tamam mı,1335
bu sana bir,1335
kadar iyi olduğunu,1333
ama hepsi bu,1333
şey güzel olacak,1331
hayır daha değil,1330
o kadar değil,1328
en az senin,1327
bir kadın vardı,1326
var mı peki,1326
neden böyle yapıyorsun,1324
bir kadın gibi,1324
bunu çok iyi,1323
iyi bir şekilde,1323
ve ben birlikte,1322
gerek tamam mı,1322
ben de yardım,1320
bu lanet şey,1320
yok daha neler,1320
her zaman olur,1319
o bir insan,1319
bu da onu,1318
o kadar para,1318
bu işte çok,1318
var mı efendim,1317
gerçekten büyük bir,1317
büyük bir gün,1316
hala burada mısın,1316
ve bir şeyler,1316
ona ne olacak,1315
bir daha seni,1315
küçük bir sorun,1315
ve bu beni,1315
yine de seni,1314
ya öyle mi,1313
bekle tamam mı,1313
önemli değil mi,1313
hayır hayır o,1313
hayır o benim,1313
ne yapıyorsun dostum,1312
ne oluyor ya,1310
demek olduğunu biliyor,1310
için gerçekten üzgünüm,1308
oraya git ve,1305
yani her şey,1304
özel bir şeyler,1304
sen hiçbir şey,1303
o da çok,1302
birkaç şey var,1301
biliyor musun ne,1301
hayır böyle iyi,1301
gibi sen de,1301
o yüzden ben,1301
bile emin değilim,1301
ama gerçek şu,1300
ama her şeyi,1297
bu adam çok,1297
her şeyi daha,1296
onu geri istiyorum,1296
aman tanrım ne,1296
son bir kaç,1295
onun hakkında bir,1295
hayır pek değil,1295
her şeyi bana,1294
için bir kaç,1294
her şey o,1294
ama bir şekilde,1294
bu yüzden burada,1293
bu senin son,1293
bana bir söz,1293
sana daha fazla,1293
çok zor olacak,1293
tamam devam et,1293
orada bir yerde,1292
ya da onu,1292
de benim kadar,1291
çok az şey,1291
bir dakika dur,1290
en fazla bir,1290
senden çok daha,1288
ben de her,1287
her şey benim,1287
bir işi var,1287
da mı var,1287
ben bunun için,1287
şey değil bu,1287
bu işi bana,1286
hiçbir sorun yok,1285
seni seviyorum tatlım,1285
çünkü o benim,1281
daha sonra tekrar,1281
sen benimle gel,1281
daha da çok,1281
bana biraz izin,1280
her zaman aynı,1279
çok bir şey,1278
böyle güzel bir,1277
hayır ben de,1277
her şey sana,1276
daha ne zaman,1276
oldu o zaman,1275
söyle tamam mı,1273
için hiç bir,1273
o da burada,1273
doğru değil bu,1272
ne olacak şimdi,1272
benim için biraz,1270
bana geri ver,1270
o mu söyledi,1269
yoksa ben mi,1268
hem de en,1268
daha önce bunu,1267
sadece birkaç dakika,1266
olan bu değil,1266
o zaman senin,1266
hayır tam olarak,1266
hala orada mısın,1265
bana bu kadar,1265
benim için hiçbir,1264
bırak tamam mı,1264
o bir çocuk,1264
dur sana yardım,1264
bir gün mü,1263
ama bir sorun,1263
bu gece de,1263
gibi bir yer,1262
da kötü bir,1262
onun için en,1262
seni seviyorum ve,1262
daha önemli şeyler,1259
bütün bunlar ne,1259
seni bu işe,1257
bu gece seni,1257
lütfen beni dinle,1257
peki ben ne,1257
sizi görmek çok,1256
o yüzden sana,1256
devam etmek istiyorum,1256
şu an bu,1256
özel bir gün,1256
sen ve o,1255
senin için geri,1255
bence iyi bir,1255
o hiçbir şey,1255
ben de istemiyorum,1254
neden bana öyle,1254
artık benim için,1254
birkaç hafta sonra,1253
bir şeyler yanlış,1252
benimle bu şekilde,1252
bu sorun değil,1251
da böyle bir,1250
biraz daha ister,1249
bunun gibi şeyler,1249
