twogram,frequency
bu şimdi,3718
dakika ver,3718
hazır değilim,3716
yere bırak,3705
evet şimdi,3704
şey evet,3704
buraya bir,3704
dakika lütfen,3698
tam orada,3697
ben buna,3696
ile birlikte,3695
yeni mi,3695
hayır tatlım,3690
şey söyledi,3687
bunu gerçekten,3686
senin ne,3685
sadece senin,3683
o küçük,3678
öyle biri,3669
artık burada,3664
seni lanet,3661
şey yapma,3659
herkes gibi,3657
artık senin,3656
lazım mı,3654
zorunda değilim,3652
beni yanlış,3651
onu nereden,3644
şimdi sen,3633
bırak şunu,3633
neden ona,3632
bir neden,3631
eski dostum,3628
herkes biliyor,3626
kadar para,3619
o ve,3612
hala bir,3604
kaç para,3590
yoksa ne,3580
iki kişi,3580
yıl oldu,3579
bunu o,3579
hemen geri,3577
sen nereye,3576
gel haydi,3575
zor olacak,3571
ama hayır,3571
senden çok,3563
orada kimse,3562
mi yani,3558
çok ama,3558
da sana,3558
pekala tamam,3557
peki sonra,3556
bir baba,3555
seni o,3554
sana hiç,3547
de sizi,3544
önemli olduğunu,3540
siz iyi,3536
geri git,3535
eminim ki,3528
olan da,3528
adam da,3527
peki ben,3527
nasıl böyle,3525
dedim sana,3519
yani o,3518
benim kadar,3518
ve onları,3512
bu bu,3510
ilgili değil,3510
bana doğru,3507
de orada,3505
merhaba bayan,3504
hayır önemli,3503
mu istiyorsun,3502
herkes nerede,3502
buraya bak,3501
olmak istiyorsun,3501
ne harika,3497
ve diğer,3494
onu neden,3494
çok değil,3494
bana böyle,3493
iyi biliyorum,3483
ve bayan,3482
sadece benim,3482
evet şey,3477
olduğunu nereden,3477
şey olmalı,3468
bana iyi,3467
karşı bir,3467
da burada,3467
hayır burada,3458
senin değil,3456
yoksa bu,3455
eve mi,3454
sen kendi,3454
demek istiyorum,3449
ona çok,3448
sonra tekrar,3447
tamam harika,3446
yer burası,3446
çünkü bir,3446
o şekilde,3446
içinde bir,3444
az sonra,3443
adam gibi,3441
üç hafta,3438
daha söyle,3432
var efendim,3431
tamam olur,3429
daha ister,3425
hala orada,3419
bizim de,3417
de güzel,3416
ben bile,3415
yemek hazır,3410
yok öyle,3408
hiç yok,3408
öyle dedim,3406
kadın mı,3406
o çocuk,3405
yardım mı,3405
sen onun,3405
kötü oldu,3404
biraz bekle,3402
bu özel,3402
ben miyim,3400
evet hadi,3393
hafta içinde,3393
onu nereye,3388
ve biraz,3385
iki hafta,3384
şunu dinle,3384
hiç önemli,3383
ben asla,3382
neden daha,3377
burada olmaz,3377
neden peki,3375
sen benimle,3373
ama eğer,3369
değil o,3369
de şu,3367
bana geri,3363
sadece beni,3361
bana teşekkür,3360
sanırım onu,3360
gerçekten bilmiyorum,3360
o şeyi,3357
bizi buradan,3353
bunlar senin,3352
buna hiç,3349
tane de,3344
bunu şimdi,3340
doğru geliyor,3338
eğer o,3328
yerde seni,3328
hep bir,3326
ki de,3326
bile mi,3320
para var,3320
bunu zaten,3317
ama başka,3317
hayır hiçbir,3313
dakika izin,3313
pek fazla,3312
bugün ne,3311
değil miyim,3309
yemek ister,3309
başka şeyler,3309
orada değil,3308
ama onlar,3308
şey vardı,3307
gün mü,3307
de en,3307
olacak mısın,3304
değil efendim,3301
oluyor bu,3297
kim olabilir,3294
mi görmek,3292
evet gördüm,3289
insan var,3288
o işi,3287
biraz zor,3284
çünkü onu,3284
musun sen,3281
şey biliyor,3275
harika biri,3275
buradan hemen,3274
sana biraz,3272
onu eve,3267
evet bence,3266
sana böyle,3264
şeyler de,3262
çok zaman,3262
ben size,3259
ama ona,3256
için bile,3255
birkaç yıl,3254
için hiç,3253
bugün değil,3252
mısın lütfen,3251
gibi değilim,3251
fazla şey,3249
de daha,3246
hayır üzgünüm,3245
sorun şu,3244
kaç kez,3241
gün oldu,3237
bu hiçbir,3233
senden ne,3229
bence sen,3229
onun ne,3229
asla olmaz,3229
bakın kim,3228
gibi biri,3228
doğru bir,3223
bir hiç,3217
izin mi,3209
işte burada,3208
senin burada,3204
şunu bir,3201
belki başka,3189
ne öyle,3189
yapmak ister,3188
aslında hayır,3188
sen en,3179
sen gerçekten,3177
lütfen git,3174
git artık,3173
geri al,3171
hayır beni,3171
ama hala,3170
olur da,3168
musun beni,3167
bu iki,3167
yardım ederim,3166
da ondan,3164
selam söyle,3163
beni nereye,3160
buna hazır,3160
gerçekten bir,3155
şey nedir,3153
onu tekrar,3151
kadar burada,3148
mi o,3146
ama gerçek,3145
pekala pekala,3145
nereden geliyor,3141
ne olduğu,3140
gerek var,3139
ben şey,3133
oh çok,3132
sen şu,3131
hayır ne,3130
benimle bir,3128
bunun doğru,3124
beni o,3123
hayır kesinlikle,3118
güzel ve,3116
tamam anne,3113
ve geri,3112
biri gibi,3111
et ve,3109
haydi git,3106
nereden geldi,3106
çocuk mu,3104
adam bu,3102
da bunu,3101
hadi gidip,3098
ve burada,3097
özel olarak,3095
buraya geliyor,3094
tüm gece,3093
oh oh,3091
yardım ister,3088
doğru olduğunu,3086
şimdi nereye,3085
o bunu,3082
sanırım o,3081
biraz ister,3076
daha ver,3073
neden olduğunu,3073
oraya nasıl,3073
ben hemen,3072
tamam dostum,3072
siz burada,3070
bu uzun,3068
hadi tatlım,3065
için zor,3065
ben nereden,3065
da güzel,3064
ve bunun,3063
ve son,3063
sadece yardım,3062
mı yani,3058
sen kim,3057
da başka,3056
ama hiçbir,3054
çok insan,3052
olan benim,3050
her iki,3048
biri için,3045
git de,3045
lütfen hayır,3042
burada olacak,3041
şeyi mi,3039
bunu herkes,3039
da geç,3038
sonra onu,3037
artık o,3037
her bir,3035
bu ben,3035
haydi dostum,3034
yarın gece,3033
yapma ya,3033
için gerçekten,3031
benimle mi,3029
ne kötü,3027
bunu hep,3025
onu dışarı,3024
o ben,3023
ama sorun,3022
şey yapmak,3021
bu size,3021
zaman mı,3019
mi hayır,3018
ben hep,3017
başka hiçbir,3012
dur sana,3011
gibi şeyler,3011
yapıyorsun değil,3008
onlara yardım,3003
ama bugün,3002
çocuklar için,3002
zor olmalı,3000
ama dostum,3000
para nerede,2999
buraya neden,2998
evet teşekkür,2997
hazır değil,2996
iki yıl,2996
orada olacak,2995
geri geldi,2994
ya senin,2992
için tek,2992
hepsi aynı,2983
işe bak,2982
biri beni,2981
tüm o,2977
kimse sana,2974
olan nedir,2970
da onu,2965
bana bakın,2963
kendini iyi,2961
oldu peki,2959
teşekkürler doktor,2956
sadece tek,2956
ve bütün,2955
ve hiç,2955
tamam pekala,2953
onu mu,2953
kötü biri,2952
hemen bir,2951
şey istemiyorum,2950
herkes burada,2950
sadece bunu,2949
de hemen,2948
aslında bir,2947
geç değil,2947
tamam ne,2947
eğer onu,2946
ve eğer,2942
benim ne,2942
mı beni,2941
ama biraz,2941
beni böyle,2936
zaman ver,2930
sizin de,2928
yer değil,2928
sana neden,2927
oh lanet,2926
hadi eve,2923
beni geri,2922
o harika,2921
beni daha,2920
bak kim,2918
ben gerçekten,2918
seviyorum baba,2916
iki dakika,2916
oh öyle,2914
anne lütfen,2910
güzel olur,2910
bunu size,2910
çünkü çok,2908
şeyler mi,2908
şimdi onu,2904
için hiçbir,2902
nerede peki,2901
şimdi oldu,2899
yapma dostum,2894
seni her,2894
birkaç şey,2894
ama buna,2893
şimdi iyi,2893
neden bize,2893
tamam oldu,2892
ona da,2891
bu sorun,2890
neler var,2887
tüm gün,2884
kişi benim,2883
artık her,2883
onlar mı,2882
önce bu,2882
eğer beni,2879
önce böyle,2875
ama ya,2873
hayır seni,2872
o her,2872
teşekkürler dostum,2870
ve artık,2869
neden geri,2868
ama böyle,2867
peki bunu,2866
o sana,2866
tabii efendim,2861
lütfen onu,2861
ol biraz,2860
bunu görmek,2859
neden hala,2858
de ondan,2857
geldi ve,2857
bunu sonra,2855
hayır tabii,2855
seni nasıl,2854
gidelim gidelim,2853
onlara bir,2852
sana hiçbir,2849
onunla bir,2848
ama bence,2848
var benim,2847
için başka,2846
iş değil,2843
bu var,2842
şey tamam,2840
onlar ne,2838
misin dostum,2837
teşekkürler bay,2836
bütün o,2836
bir gerçek,2834
benden bir,2832
çocuk gibi,2831
kötü adam,2830
dur orada,2829
bu zor,2828
için izin,2825
tamam tatlım,2821
burada dur,2819
ona biraz,2818
şeyi biliyorum,2815
dur artık,2813
yok tamam,2810
seni gerçekten,2808
onu en,2805
benim tek,2804
kadar bir,2803
iki saat,2802
gereken bu,2801
olsun sana,2798
ki değil,2796
dur dedim,2794
seni ben,2793
hey bak,2793
fazla uzun,2791
ben buraya,2789
aslında evet,2789
gidip biraz,2788
sen buna,2781
tekrar söyle,2781
ben zaten,2780
olur böyle,2777
bunu yapıyorsun,2776
bu yıl,2775
bunlar çok,2774
dilerim ama,2772
misiniz efendim,2772
yardım lazım,2765
ama şunu,2763
o öyle,2761
hadi biraz,2760
var gibi,2760
birkaç kez,2759
bu bay,2759
sen ona,2758
sadece sana,2758
herkes beni,2756
bunu tekrar,2753
öyle ya,2753
söyle hadi,2753
bırak artık,2751
de kendi,2742
kadar bekle,2741
ne ya,2740
hep öyle,2740
hayır bayan,2739
bu asla,2738
için ona,2737
hayır iyi,2731
değil de,2730
bile daha,2728
de al,2728
burada her,2720
bak işte,2720
etmek zorunda,2719
burası bizim,2717
ben onunla,2714
gün bir,2714
senin ve,2712
var böyle,2707
sizi tekrar,2705
neden sana,2705
bundan hiç,2704
böyle olmaz,2702
biri yok,2701
biri daha,2695
şimdi bunu,2695
sen buraya,2694
bak bir,2692
önce onu,2691
onlar gibi,2690
eğer sen,2689
o ki,2689
hayır istemiyorum,2689
mi söyledi,2689
yani evet,2687
hemen mi,2686
ben seninle,2685
bunu istemiyorum,2685
orada biri,2684
zaman böyle,2683
burada hiçbir,2683
onunla birlikte,2682
ona nasıl,2681
önce bana,2680
şimdi sana,2678
eğer bunu,2674
hemen geliyor,2674
herkes hazır,2672
şey kontrol,2670
peki siz,2667
bence öyle,2666
evet de,2666
çok yanlış,2665
bir özür,2660
hadi söyle,2659
de onunla,2659
bu yer,2657
hâlâ burada,2656
beni oraya,2656
bana hiçbir,2655
kaç gün,2653
artık sana,2652
ama belki,2651
burada olur,2650
tekrar et,2646
seninle ilgili,2644
ve asla,2644
hey bir,2644
tekrar tekrar,2643
üç kez,2642
onlar kim,2640
tekrar teşekkürler,2640
zaman geldi,2639
eğer bana,2638
sen kendini,2638
buna nasıl,2637
ben sizi,2636
sana mı,2635
bundan böyle,2634
git şimdi,2631
şimdi her,2631
nasıl yapıyorsun,2630
bana daha,2624
et lütfen,2623
artık bunu,2622
ama hepsi,2621
iyi olmaz,2620
tamam dur,2620
etmek istemiyorum,2619
pekala bu,2616
sen orada,2615
ve neden,2612
hadi buradan,2610
biz burada,2608
ondan daha,2604
asla bir,2602
hayır şimdi,2602
dedim ben,2601
pekala çocuklar,2600
neden benimle,2600
herkes bir,2599
her biri,2598
teşekkürler teşekkürler,2598
falan değilim,2597
sen devam,2597
siz ve,2597
etmek istiyor,2595
de ister,2594
zaman geri,2594
beni gerçekten,2593
kız var,2592
zaman çok,2592
zaman beni,2590
küçük adam,2590
oh hadi,2588
teşekkürler baba,2585
sana şunu,2585
hemen buradan,2585
şimdi o,2584
bu ya,2579
oluyor orada,2578
sen gerçek,2577
merhaba efendim,2577
ama doğru,2573
elbette öyle,2573
istiyorsun değil,2571
buraya ne,2570
bir anne,2570
evet hem,2569
sen tam,2569
şeyler söyle,2569
bugün bir,2568
sadece onu,2563
içinde ne,2563
tamam haydi,2563
için buraya,2563
kontrol etmek,2563
kadar mutlu,2559
o bu,2559
bir yemek,2559
oldu bilmiyorum,2556
gece çok,2556
önemli mi,2556
bak şu,2553
ile bir,2552
hepsi bir,2550
yanlış olan,2549
bu çocuklar,2543
hadi devam,2542
öyle ama,2542
yarın mı,2542
şey şu,2539
mu yoksa,2537
seni ve,2536
mı diye,2535
mi yapıyorsun,2535
siz bir,2535
sanırım evet,2534
ve hiçbir,2533
ben kötü,2530
bilmiyorum efendim,2530
o iş,2528
seni neden,2525
sadece küçük,2524
yok ben,2524
onu asla,2524
sen her,2522
baba lütfen,2522
seninle olmak,2521
onun kim,2519
ve tekrar,2518
siz neden,2515
benim kim,2515
şimdi dinle,2515
hayır aslında,2511
o anda,2509
biraz yardım,2508
ama işe,2507
için yeni,2505
tamam sen,2505
neden bilmiyorum,2504
de benimle,2502
bile olmaz,2502
da onun,2500
bunu her,2499
biri onu,2496
ve yeni,2496
şu adam,2495
biri de,2495
değil tamam,2495
olan oldu,2495
sadece biz,2495
ben bilmiyorum,2495
onu kim,2492
zaman bana,2491
yanlış mı,2491
elbette efendim,2490
saat daha,2487
ben şimdi,2486
üç dakika,2485
için o,2482
artık seni,2481
bir bayan,2481
değil dostum,2478
lütfen bu,2478
kim onlar,2478
biz bu,2477
çok harika,2477
benim kız,2475
aslında çok,2474
mi efendim,2474
de kötü,2473
de gördüm,2470
mu hiç,2470
belki sen,2469
tamam bekle,2469
güzel kız,2466
belki o,2464
artık daha,2464
bu eski,2461
çünkü sana,2460
evet olabilir,2459
ve sadece,2458
onu yok,2455
mı geliyor,2454
neler yapıyorsun,2454
hayır neden,2454
artık bana,2452
bilmiyorum ki,2451
de senden,2449
daha hiç,2449
bu artık,2449
neden hep,2445
sen ben,2444
şimdi ben,2442
oraya git,2441
artık beni,2440
öyle olacak,2440
yardım için,2439
için sadece,2436
selam ben,2435
ama efendim,2435
mı efendim,2434
onu benden,2434
hayır asla,2434
dur lütfen,2433
sonra seni,2432
onu orada,2432
son şey,2432
öyle olur,2431
sana o,2431
o sen,2431
de onları,2428
hey ben,2428
böyle değil,2427
oh tamam,2426
bence iyi,2426
anne baba,2426
değilim ama,2425
güzel oldu,2425
az daha,2420
lütfen ona,2417
kendini ne,2417
göre bu,2416
ve orada,2415
ki bunu,2414
nasıl biliyorsun,2414
da olur,2413
evet sorun,2413
kim geldi,2411
üç saat,2408
zorunda mısın,2407
onları ben,2405
ama aynı,2403
var bunun,2403
şimdi biraz,2402
hayır biz,2402
yüzden bu,2401
niye öyle,2398
demek o,2398
olmak istiyor,2396
sonra beni,2396
büyük gün,2394
tekrar hoş,2393
böyle olur,2393
zaten bir,2392
şimdi seni,2392
eve gidip,2390
için öyle,2380
az bir,2378
de biliyorum,2377
an burada,2376
o an,2374
kadar hoş,2373
için harika,2372
lütfen devam,2372
yıl mı,2372
bana sadece,2366
sizi çok,2365
ve güzel,2363
belki ben,2362
da sen,2361
seviyorum anne,2360
ama kimse,2359
zaman sen,2358
ona bunu,2356
hayır bana,2355
oluyor ki,2352
ki var,2350
ama lütfen,2349
benim var,2349
de bunun,2348
sanırım artık,2348
sonra bu,2348
şimdi nasıl,2345
kadın var,2343
git dedim,2340
kim biliyor,2339
ne iyi,2339
anne anne,2337
seni mutlu,2337
öyle şey,2335
seninle biraz,2334
üzgünüm tatlım,2333
bunun nasıl,2332
oldu değil,2331
doğru şeyi,2330
gibi olacak,2329
önce beni,2327
var dostum,2326
kim için,2325
da hiç,2325
ama gerçekten,2324
sonra o,2324
gece olmaz,2324
da daha,2323
mı oldu,2322
hayır tam,2320
ve git,2319
benimle böyle,2317
biliyorum ki,2314
görmek de,2314
şey işte,2311
de olabilir,2310
zorunda değil,2310
sadece ne,2310
mi bay,2308
asla geri,2306
kadar istiyorsun,2305
beni asla,2303
ve üç,2302
böyle oldu,2299
tamam dinle,2299
bu olabilir,2298
bu neden,2296
kim bunlar,2294
ben gördüm,2293
böyle yapıyorsun,2293
mı iyi,2293
ona göre,2291
bunu tek,2291
yapmak istiyor,2289
burada daha,2286
olmaz değil,2285
gereken şeyler,2284
lütfen bize,2283
için iki,2283
bu tek,2283
kesinlikle bir,2283
istiyorum ki,2280
onu istiyorum,2274
sen böyle,2273
evet biz,2272
daha görmek,2272
buraya geri,2271
şey gördüm,2270
da her,2269
ve hepsi,2268
kim böyle,2266
elbette ki,2265
sen ya,2264
herkes yere,2263
hafta mı,2263
ben istiyorum,2259
ondan değil,2259
kimse bu,2259
o gerçek,2256
evet olur,2256
bak burada,2255
bu bizi,2255
lütfen efendim,2254
buna daha,2253
hadi o,2253
seninle mi,2253
evet tatlım,2249
benimle ne,2249
ama asla,2248
onu gerçekten,2248
bir işi,2247
şu küçük,2246
daha kaç,2245
bir kontrol,2245
evet sadece,2245
tamam baba,2244
yapma şunu,2243
bizi buraya,2243
nasıl emin,2243
yemek mi,2242
ben onları,2242
bugün olmaz,2241
burada kim,2240
sana neler,2240
onunla ilgili,2236
şey burada,2235
şimdi söyle,2232
olduğu yerde,2232
tamam evet,2231
de istiyorum,2229
olduğunu da,2229
oraya geri,2228
yoksa ben,2227
anne ve,2225
da al,2225
gel sana,2225
var da,2225
kimse onu,2225
burada yok,2225
ona ben,2222
ona ver,2215
ben sizin,2214
hayır demek,2214
olmak ister,2213
ve bay,2210
de istemiyorum,2210
kesinlikle doğru,2207
ben kendi,2207
neden seni,2205
para yok,2205
bana izin,2203
beni sen,2202
çocuk var,2202
için size,2201
bırak dedim,2199
şeyler yapmak,2199
her yıl,2199
buna çok,2197
ya biz,2196
onun burada,2194
baba baba,2193
iyi geldi,2193
ben hala,2193
için güzel,2190
çok iş,2190
ama biliyor,2189
sen niye,2189
de teşekkürler,2188
burada hiç,2188
olduğunu ve,2188
için kötü,2186
benden mi,2184
tamam hemen,2184
olarak bu,2182
bunu istiyorum,2181
demek biliyor,2181
ne ile,2179
öyle miyim,2179
dostum bu,2178
dışarı mı,2177
söz ediyorum,2177
onları geri,2176
oh harika,2174
yerde olmalı,2173
bugün mü,2172
niye bana,2171
merhaba dostum,2170
da zor,2168
söyle onlara,2167
gidelim artık,2165
ama aslında,2163
için son,2163
tamam devam,2163
fazla zaman,2161
adam için,2159
sizin mi,2156
zor olabilir,2153
öyle işte,2152
pekala hadi,2150
kendini daha,2150
sonra ben,2149
üzgünüm üzgünüm,2147
da olabilir,2144
al hadi,2143
de buna,2143
çok oldu,2142
tek sen,2140
da fazla,2131
olduğu hakkında,2130
iş bu,2125
hayır dinle,2124
üzgünüm ben,2124
lütfen bırak,2123
için özel,2122
sana para,2122
olmak mı,2121
herkes geri,2121
ol ve,2120
yardım ediyorum,2119
şimdi burada,2116
başka neler,2113
ama kim,2110
yapma böyle,2110
şey hakkında,2109
herkes bunu,2109
olarak bir,2109
ya bir,2105
nasıl mı,2104
lanet şey,2104
pekala ne,2103
gereken şey,2102
sonra bana,2102
sanırım biraz,2101
bugün burada,2101
o güzel,2101
evet istiyorum,2101
ondan önce,2100
mı sen,2100
ama geri,2099
sizi bir,2098
ama onları,2097
yine aynı,2097
kadar geç,2097
fazla para,2095
son olarak,2094
ve bizi,2089
her hafta,2089
adam değil,2089
onları da,2089
yüzden de,2086
birlikte mi,2086
yoksa sen,2085
asla izin,2084
birlikte bir,2083
gel tatlım,2083
senin bu,2082
da hayır,2081
bu şeyler,2081
yoksa bir,2080
baba ne,2078
de şimdi,2076
oldu ona,2076
için zaman,2075
bana sen,2075
bu gün,2072
bay ve,2072
oldu öyle,2072
sizi de,2071
lütfen geri,2070
gün değil,2069
herkes seni,2069
şunu da,2069
iyi şey,2067
mi dedim,2067
adam benim,2067
tane mi,2067
seni böyle,2066
sen hala,2065
sanırım sana,2064
ve buraya,2063
adam vardı,2063
teşekkürler anne,2062
işte orada,2060
doğru olan,2060
doğru doğru,2060
böyle işte,2060
için yardım,2059
onu sana,2055
yani şimdi,2055
bizi nasıl,2055
işte bir,2054
hayır her,2053
merhaba merhaba,2053
git o,2051
evet hayır,2051
yüzden sana,2050
ve kız,2049
onu bırak,2048
vardı ve,2047
hiç değil,2046
buraya bakın,2043
seni hep,2042
hayır elbette,2040
bana niye,2040
neden benim,2040
bundan çok,2038
da biraz,2037
zaman bunu,2035
değil misiniz,2035
var bir,2033
ben özür,2033
ama orada,2033
artık hiçbir,2032
kadın ve,2031
şimdi geri,2029
evet böyle,2027
ben senden,2025
hey nereye,2024
harika harika,2024
tek tek,2022
hey hadi,2022
şunu al,2021
kadar önce,2021
bunlar mı,2021
hayır yani,2019
üç kişi,2018
belki sonra,2018
buna gerçekten,2017
gibi olmak,2017
de sadece,2011
sen al,2010
miyim bilmiyorum,2009
bile bu,2005
hiç öyle,2004
onu yere,2004
o neden,2004
kız kim,2003
ki seni,2003
şeyler olmalı,2002
oh lütfen,2001
peki ama,2000
bence o,2000
bırak o,2000
o zaten,1994
oluyor da,1992
hayır sana,1991
var bu,1991
gün olacak,1990
sen artık,1989
fakat ben,1989
olan o,1989
ben orada,1988
gereken çok,1987
ver bakalım,1986
ben oraya,1986
büyük ve,1985
şimdi benim,1985
iş mi,1984
ama önemli,1983
hâlâ bir,1983
evet sana,1982
doğru ama,1981
o hala,1981
bir ne,1980
de yardım,1978
bence harika,1978
sadece iyi,1977
ki yok,1977
çok eski,1976
bence bir,1975
biraz sonra,1974
önce mi,1973
teşekkürler bayan,1971
tamam seni,1968
kabul edin,1967
bu sizi,1967
evet aslında,1964
dinle dinle,1962
onları nasıl,1960
şekilde değil,1960
seninle aynı,1960
nerede şimdi,1959
orada bekle,1956
sadece çok,1956
gereken tek,1954
gibi olsun,1951
var zaten,1949
biliyorum ve,1949
anda bir,1949
beni mutlu,1947
sana doğru,1947
kesinlikle değil,1946
sadece üç,1945
şeyler olur,1944
mi geldi,1944
da iki,1944
hemen git,1944
kişi daha,1943
sonra sen,1942
tam buraya,1942
de buraya,1941
olduğu kadar,1940
onu kontrol,1940
iyi geliyor,1938
aslında o,1936
hey iyi,1935
istiyorum tamam,1935
ve tek,1935
elbette var,1935
bana gel,1935
sizi buraya,1933
önemli şey,1931
onlar sadece,1931
çünkü beni,1931
olur tabii,1930
benimle ilgili,1930
tamam sağ,1929
dakika bir,1928
lütfen benimle,1928
bu hoş,1925
neden gidip,1924
ve çocuklar,1923
asla böyle,1919
